,idx,source,sentence,construction,pattern,DT,ADJ,NUMERAL,NOUN
245,246,mahowald,The family spent a five uninviting days in London.,a five uninviting days,DT JJ CD NNS,an,uninviting,five,days
246,247,mahowald,The family spent a five uninviting weeks in London.,a five uninviting weeks,DT JJ CD NNS,an,uninviting,five,weeks
247,248,mahowald,The family spent a five uninviting months in London.,a five uninviting months,DT JJ CD NNS,an,uninviting,five,months
248,249,mahowald,The family spent a five uninviting years in London.,a five uninviting years,DT JJ CD NNS,an,uninviting,five,years
249,250,mahowald,The family spent a five uninviting hours in London.,a five uninviting hours,DT JJ CD NNS,an,uninviting,five,hours
250,251,mahowald,The family spent a twenty uninviting days in London.,a twenty uninviting days,DT JJ CD NNS,an,uninviting,twenty,days
251,252,mahowald,The family spent a twenty uninviting weeks in London.,a twenty uninviting weeks,DT JJ CD NNS,an,uninviting,twenty,weeks
252,253,mahowald,The family spent a twenty uninviting months in London.,a twenty uninviting months,DT JJ CD NNS,an,uninviting,twenty,months
253,254,mahowald,The family spent a twenty uninviting years in London.,a twenty uninviting years,DT JJ CD NNS,an,uninviting,twenty,years
254,255,mahowald,The family spent a twenty uninviting hours in London.,a twenty uninviting hours,DT JJ CD NNS,an,uninviting,twenty,hours
255,256,mahowald,The family spent a three haunting days in London.,a three haunting days,DT JJ CD NNS,a,haunting,three,days
256,257,mahowald,The family spent a three haunting weeks in London.,a three haunting weeks,DT JJ CD NNS,a,haunting,three,weeks
257,258,mahowald,The family spent a three haunting months in London.,a three haunting months,DT JJ CD NNS,a,haunting,three,months
258,259,mahowald,The family spent a three haunting years in London.,a three haunting years,DT JJ CD NNS,a,haunting,three,years
259,260,mahowald,The family spent a three haunting hours in London.,a three haunting hours,DT JJ CD NNS,a,haunting,three,hours
260,261,mahowald,The family spent a five haunting days in London.,a five haunting days,DT JJ CD NNS,a,haunting,five,days
261,262,mahowald,The family spent a five haunting weeks in London.,a five haunting weeks,DT JJ CD NNS,a,haunting,five,weeks
262,263,mahowald,The family spent a five haunting months in London.,a five haunting months,DT JJ CD NNS,a,haunting,five,months
263,264,mahowald,The family spent a five haunting years in London.,a five haunting years,DT JJ CD NNS,a,haunting,five,years
264,265,mahowald,The family spent a five haunting hours in London.,a five haunting hours,DT JJ CD NNS,a,haunting,five,hours
265,266,mahowald,The family spent a twenty haunting days in London.,a twenty haunting days,DT JJ CD NNS,a,haunting,twenty,days
266,267,mahowald,The family spent a twenty haunting weeks in London.,a twenty haunting weeks,DT JJ CD NNS,a,haunting,twenty,weeks
267,268,mahowald,The family spent a twenty haunting months in London.,a twenty haunting months,DT JJ CD NNS,a,haunting,twenty,months
268,269,mahowald,The family spent a twenty haunting years in London.,a twenty haunting years,DT JJ CD NNS,a,haunting,twenty,years
269,270,mahowald,The family spent a twenty haunting hours in London.,a twenty haunting hours,DT JJ CD NNS,a,haunting,twenty,hours
270,271,mahowald,The family spent a three hideous days in London.,a three hideous days,DT JJ CD NNS,a,hideous,three,days
271,272,mahowald,The family spent a three hideous weeks in London.,a three hideous weeks,DT JJ CD NNS,a,hideous,three,weeks
272,273,mahowald,The family spent a three hideous months in London.,a three hideous months,DT JJ CD NNS,a,hideous,three,months
273,274,mahowald,The family spent a three hideous years in London.,a three hideous years,DT JJ CD NNS,a,hideous,three,years
274,275,mahowald,The family spent a three hideous hours in London.,a three hideous hours,DT JJ CD NNS,a,hideous,three,hours
275,276,mahowald,The family spent a five hideous days in London.,a five hideous days,DT JJ CD NNS,a,hideous,five,days
276,277,mahowald,The family spent a five hideous weeks in London.,a five hideous weeks,DT JJ CD NNS,a,hideous,five,weeks
277,278,mahowald,The family spent a five hideous months in London.,a five hideous months,DT JJ CD NNS,a,hideous,five,months
278,279,mahowald,The family spent a five hideous years in London.,a five hideous years,DT JJ CD NNS,a,hideous,five,years
279,280,mahowald,The family spent a five hideous hours in London.,a five hideous hours,DT JJ CD NNS,a,hideous,five,hours
280,281,mahowald,The family spent a twenty hideous days in London.,a twenty hideous days,DT JJ CD NNS,a,hideous,twenty,days
281,282,mahowald,The family spent a twenty hideous weeks in London.,a twenty hideous weeks,DT JJ CD NNS,a,hideous,twenty,weeks
282,283,mahowald,The family spent a twenty hideous months in London.,a twenty hideous months,DT JJ CD NNS,a,hideous,twenty,months
283,284,mahowald,The family spent a twenty hideous years in London.,a twenty hideous years,DT JJ CD NNS,a,hideous,twenty,years
284,285,mahowald,The family spent a twenty hideous hours in London.,a twenty hideous hours,DT JJ CD NNS,a,hideous,twenty,hours
285,286,mahowald,The family spent a three ugly days in London.,a three ugly days,DT JJ CD NNS,an,ugly,three,days
286,287,mahowald,The family spent a three ugly weeks in London.,a three ugly weeks,DT JJ CD NNS,an,ugly,three,weeks
287,288,mahowald,The family spent a three ugly months in London.,a three ugly months,DT JJ CD NNS,an,ugly,three,months
288,289,mahowald,The family spent a three ugly years in London.,a three ugly years,DT JJ CD NNS,an,ugly,three,years
289,290,mahowald,The family spent a three ugly hours in London.,a three ugly hours,DT JJ CD NNS,an,ugly,three,hours
290,291,mahowald,The family spent a five ugly days in London.,a five ugly days,DT JJ CD NNS,an,ugly,five,days
291,292,mahowald,The family spent a five ugly weeks in London.,a five ugly weeks,DT JJ CD NNS,an,ugly,five,weeks
292,293,mahowald,The family spent a five ugly months in London.,a five ugly months,DT JJ CD NNS,an,ugly,five,months
293,294,mahowald,The family spent a five ugly years in London.,a five ugly years,DT JJ CD NNS,an,ugly,five,years
294,295,mahowald,The family spent a five ugly hours in London.,a five ugly hours,DT JJ CD NNS,an,ugly,five,hours
295,296,mahowald,The family spent a twenty ugly days in London.,a twenty ugly days,DT JJ CD NNS,an,ugly,twenty,days
296,297,mahowald,The family spent a twenty ugly weeks in London.,a twenty ugly weeks,DT JJ CD NNS,an,ugly,twenty,weeks
297,298,mahowald,The family spent a twenty ugly months in London.,a twenty ugly months,DT JJ CD NNS,an,ugly,twenty,months
298,299,mahowald,The family spent a twenty ugly years in London.,a twenty ugly years,DT JJ CD NNS,an,ugly,twenty,years
299,300,mahowald,The family spent a twenty ugly hours in London.,a twenty ugly hours,DT JJ CD NNS,an,ugly,twenty,hours
300,301,mahowald,The family spent a three mere days in London.,a three mere days,DT JJ CD NNS,a,mere,three,days
301,302,mahowald,The family spent a three mere weeks in London.,a three mere weeks,DT JJ CD NNS,a,mere,three,weeks
302,303,mahowald,The family spent a three mere months in London.,a three mere months,DT JJ CD NNS,a,mere,three,months
303,304,mahowald,The family spent a three mere years in London.,a three mere years,DT JJ CD NNS,a,mere,three,years
304,305,mahowald,The family spent a three mere hours in London.,a three mere hours,DT JJ CD NNS,a,mere,three,hours
305,306,mahowald,The family spent a five mere days in London.,a five mere days,DT JJ CD NNS,a,mere,five,days
306,307,mahowald,The family spent a five mere weeks in London.,a five mere weeks,DT JJ CD NNS,a,mere,five,weeks
307,308,mahowald,The family spent a five mere months in London.,a five mere months,DT JJ CD NNS,a,mere,five,months
308,309,mahowald,The family spent a five mere years in London.,a five mere years,DT JJ CD NNS,a,mere,five,years
309,310,mahowald,The family spent a five mere hours in London.,a five mere hours,DT JJ CD NNS,a,mere,five,hours
310,311,mahowald,The family spent a twenty mere days in London.,a twenty mere days,DT JJ CD NNS,a,mere,twenty,days
311,312,mahowald,The family spent a twenty mere weeks in London.,a twenty mere weeks,DT JJ CD NNS,a,mere,twenty,weeks
312,313,mahowald,The family spent a twenty mere months in London.,a twenty mere months,DT JJ CD NNS,a,mere,twenty,months
313,314,mahowald,The family spent a twenty mere years in London.,a twenty mere years,DT JJ CD NNS,a,mere,twenty,years
314,315,mahowald,The family spent a twenty mere hours in London.,a twenty mere hours,DT JJ CD NNS,a,mere,twenty,hours
315,316,mahowald,The family spent a three staggering days in London.,a three staggering days,DT JJ CD NNS,a,staggering,three,days
316,317,mahowald,The family spent a three staggering weeks in London.,a three staggering weeks,DT JJ CD NNS,a,staggering,three,weeks
317,318,mahowald,The family spent a three staggering months in London.,a three staggering months,DT JJ CD NNS,a,staggering,three,months
318,319,mahowald,The family spent a three staggering years in London.,a three staggering years,DT JJ CD NNS,a,staggering,three,years
319,320,mahowald,The family spent a three staggering hours in London.,a three staggering hours,DT JJ CD NNS,a,staggering,three,hours
320,321,mahowald,The family spent a five staggering days in London.,a five staggering days,DT JJ CD NNS,a,staggering,five,days
321,322,mahowald,The family spent a five staggering weeks in London.,a five staggering weeks,DT JJ CD NNS,a,staggering,five,weeks
322,323,mahowald,The family spent a five staggering months in London.,a five staggering months,DT JJ CD NNS,a,staggering,five,months
323,324,mahowald,The family spent a five staggering years in London.,a five staggering years,DT JJ CD NNS,a,staggering,five,years
324,325,mahowald,The family spent a five staggering hours in London.,a five staggering hours,DT JJ CD NNS,a,staggering,five,hours
325,326,mahowald,The family spent a twenty staggering days in London.,a twenty staggering days,DT JJ CD NNS,a,staggering,twenty,days
326,327,mahowald,The family spent a twenty staggering weeks in London.,a twenty staggering weeks,DT JJ CD NNS,a,staggering,twenty,weeks
327,328,mahowald,The family spent a twenty staggering months in London.,a twenty staggering months,DT JJ CD NNS,a,staggering,twenty,months
328,329,mahowald,The family spent a twenty staggering years in London.,a twenty staggering years,DT JJ CD NNS,a,staggering,twenty,years
329,330,mahowald,The family spent a twenty staggering hours in London.,a twenty staggering hours,DT JJ CD NNS,a,staggering,twenty,hours
330,331,mahowald,The family spent a three whopping days in London.,a three whopping days,DT JJ CD NNS,a,whopping,three,days
331,332,mahowald,The family spent a three whopping weeks in London.,a three whopping weeks,DT JJ CD NNS,a,whopping,three,weeks
332,333,mahowald,The family spent a three whopping months in London.,a three whopping months,DT JJ CD NNS,a,whopping,three,months
333,334,mahowald,The family spent a three whopping years in London.,a three whopping years,DT JJ CD NNS,a,whopping,three,years
334,335,mahowald,The family spent a three whopping hours in London.,a three whopping hours,DT JJ CD NNS,a,whopping,three,hours
335,336,mahowald,The family spent a five whopping days in London.,a five whopping days,DT JJ CD NNS,a,whopping,five,days
336,337,mahowald,The family spent a five whopping weeks in London.,a five whopping weeks,DT JJ CD NNS,a,whopping,five,weeks
337,338,mahowald,The family spent a five whopping months in London.,a five whopping months,DT JJ CD NNS,a,whopping,five,months
338,339,mahowald,The family spent a five whopping years in London.,a five whopping years,DT JJ CD NNS,a,whopping,five,years
339,340,mahowald,The family spent a five whopping hours in London.,a five whopping hours,DT JJ CD NNS,a,whopping,five,hours
340,341,mahowald,The family spent a twenty whopping days in London.,a twenty whopping days,DT JJ CD NNS,a,whopping,twenty,days
341,342,mahowald,The family spent a twenty whopping weeks in London.,a twenty whopping weeks,DT JJ CD NNS,a,whopping,twenty,weeks
342,343,mahowald,The family spent a twenty whopping months in London.,a twenty whopping months,DT JJ CD NNS,a,whopping,twenty,months
343,344,mahowald,The family spent a twenty whopping years in London.,a twenty whopping years,DT JJ CD NNS,a,whopping,twenty,years
344,345,mahowald,The family spent a twenty whopping hours in London.,a twenty whopping hours,DT JJ CD NNS,a,whopping,twenty,hours
345,346,mahowald,The family spent a three hefty days in London.,a three hefty days,DT JJ CD NNS,a,hefty,three,days
346,347,mahowald,The family spent a three hefty weeks in London.,a three hefty weeks,DT JJ CD NNS,a,hefty,three,weeks
347,348,mahowald,The family spent a three hefty months in London.,a three hefty months,DT JJ CD NNS,a,hefty,three,months
