idx,sentence,pos,DT,ADJ,NUMERAL,NOUN
701738,a possible two points,ARTICLE JJ CD NNS,a,possible,two,points
707369,a great many things,ARTICLE JJ FEW NNS,a,great,many,things
707979,a further 168 men,ARTICLE JJ CD NNS,a,further,168,men
711502,a good thousand feet,ARTICLE JJ CD NNS,a,good,thousand,feet
711598,an accumulative 44 years,ARTICLE JJ CD NNS,an,accumulative,44,years
713081,an additional 18 episodes,ARTICLE JJ CD NNS,an,additional,18,episodes
713538,a possible ten marks,ARTICLE JJ CD NNS,a,possible,ten,marks
713796,a great many arguments,ARTICLE JJ FEW NNS,a,great,many,arguments
714734,a great many things,ARTICLE JJ FEW NNS,a,great,many,things
716317,An astonishing 98 people,ARTICLE JJ CD NNS,An,astonishing,98,people
717335,a huge old brown trout ten times,ARTICLE JJ JJ NN NN CD NNS,a,huge old brown trout,ten,times
718048,a great many other folks,ARTICLE JJ FEW JJ NNS,a,great,many,other folks
719099,a good many fine gentlemen,ARTICLE JJ FEW JJ NNS,a,good,many,fine gentlemen
719411,a great many other people,ARTICLE JJ FEW JJ NNS,a,great,many,other people
719667,a good many people,ARTICLE JJ FEW NNS,a,good,many,people
720549,A full hundred yards,ARTICLE JJ CD NNS,A,full,hundred,yards
721225,a half - dozen men,ARTICLE JJ HYPH FEW NNS,a,half -,dozen,men
721557,A great many years,ARTICLE JJ FEW NNS,A,great,many,years
723243,a good many other people,ARTICLE JJ FEW JJ NNS,a,good,many,other people
723808,a narrow crack ten yards,ARTICLE JJ NN CD NNS,a,narrow crack,ten,yards
724504,a good many things,ARTICLE JJ FEW NNS,a,good,many,things
725296,a mammoth four tons,ARTICLE JJ CD NNS,a,mammoth,four,tons
727922,a great many fox -,ARTICLE JJ FEW NN NNS,a,great,many,fox -
728005,a good many people,ARTICLE JJ FEW NNS,a,good,many,people
729549,a great many hundred years,ARTICLE JJ FEW CD NNS,a,great,many hundred,years
730597,a great many people,ARTICLE JJ FEW NNS,a,great,many,people
730756,A half - dozen times,ARTICLE JJ HYPH FEW NNS,A,half -,dozen,times
731502,a small town twelve miles,ARTICLE JJ NN CD NNS,a,small town,twelve,miles
732571,A great many members,ARTICLE JJ FEW NNS,A,great,many,members
733253,a large parent comet several centuries,ARTICLE JJ NN NN FEW NNS,a,large parent comet,several,centuries
733392,a good many folks,ARTICLE JJ FEW NNS,a,good,many,folks
733988,a full three years,ARTICLE JJ CD NNS,a,full,three,years
734988,a good few drinks,ARTICLE JJ FEW NNS,a,good,few,drinks
735836,a good many Foxes,ARTICLE JJ FEW NNPS,a,good,many,Foxes
735855,An estimated 500 children,ARTICLE VBN CD NNS,An,estimated,500,children
736969,a negative 8x times,ARTICLE JJ CD NNS,a,negative,8x,times
743145,a great many strange things,ARTICLE JJ FEW JJ NNS,a,great,many,strange things
743641,a good fifteen miles,ARTICLE JJ CD NNS,a,good,fifteen,miles
753679,a very good forcep two or three punches,ARTICLE RB JJ NN CD CC CD NNS,a,very good forcep,two or three,punches
755444,a tournament - best seven goals,ARTICLE NN HYPH JJS CD NNS,a,tournament - best,seven,goals
760028,a great many armed men,ARTICLE JJ FEW JJ NNS,a,great,many,armed men
760100,A great many people,ARTICLE JJ FEW NNS,A,great,many,people
760639,a good many jokes,ARTICLE JJ FEW NNS,a,good,many,jokes
761101,an additional 17 years,ARTICLE JJ CD NNS,an,additional,17,years
762439,a great many mistakes,ARTICLE JJ FEW NNS,a,great,many,mistakes
770255,a great many mistakes,ARTICLE JJ FEW NNS,a,great,many,mistakes
771428,a whole lot more things,ARTICLE JJ NN FEW NNS,a,whole lot,more,things
772627,a perfect five stars,ARTICLE JJ CD NNS,a,perfect,five,stars
772629,a perfect five stars,ARTICLE JJ CD NNS,a,perfect,five,stars
772742,a perfect five stars,ARTICLE JJ CD NNS,a,perfect,five,stars
773602,"a good three , four weeks","ARTICLE JJ CD , CD NNS",a,good,"three , four",weeks
773978,a total 98 episodes,ARTICLE JJ CD NNS,a,total,98,episodes
778592,a great many responsibilities,ARTICLE JJ FEW NNS,a,great,many,responsibilities
778896,a record eight consecutive stages,ARTICLE RECORD CD JJ NNS,a,record,eight,consecutive stages
779012,a good many mild days,ARTICLE JJ FEW JJ NNS,a,good,many,mild days
779707,a great many times,ARTICLE JJ FEW NNS,a,great,many,times
780300,a great many huge flies,ARTICLE JJ FEW JJ NNS,a,great,many,huge flies
780327,a great many species,ARTICLE JJ FEW NNS,a,great,many,species
780468,a great many more deaths,ARTICLE JJ FEW FEW NNS,a,great,many more,deaths
780470,a great many nobles,ARTICLE JJ FEW NNS,a,great,many,nobles
781012,a good many hours,ARTICLE JJ FEW NNS,a,good,many,hours
781996,a great many huge flies,ARTICLE JJ FEW JJ NNS,a,great,many,huge flies
782018,a great many species,ARTICLE JJ FEW NNS,a,great,many,species
785670,a crucial three points,ARTICLE JJ CD NNS,a,crucial,three,points
788282,a small village and parish situated 8 miles,ARTICLE JJ NN CC NN VBN CD NNS,a,small village and parish situated,8,miles
788832,a good many people,ARTICLE JJ FEW NNS,a,good,many,people
790887,A good many women,ARTICLE JJ FEW NNS,A,good,many,women
791649,an audacious shot 30 yards,ARTICLE JJ NN CD NNS,an,audacious shot,30,yards
792088,a good many boys,ARTICLE JJ FEW NNS,a,good,many,boys
794624,A great many adventurers,ARTICLE JJ FEW NNS,A,great,many,adventurers
797089,a further 360 people,ARTICLE JJ CD NNS,a,further,360,people
800215,An additional seven awards,ARTICLE JJ CD NNS,An,additional,seven,awards
801302,a great many years,ARTICLE JJ FEW NNS,a,great,many,years
801306,a great many other people,ARTICLE JJ FEW JJ NNS,a,great,many,other people
803227,a great many good friends,ARTICLE JJ FEW JJ NNS,a,great,many,good friends
805611,a great many personal sacrifices,ARTICLE JJ FEW JJ NNS,a,great,many,personal sacrifices
805856,a confirmed drunkard twenty years,ARTICLE VBN NN CD NNS,a,confirmed drunkard,twenty,years
808707,A great many fair ones,ARTICLE JJ FEW JJ NNS,A,great,many,fair ones
810797,"an additional 1,000 miles",ARTICLE JJ CD NNS,an,additional,"1,000",miles
811179,a very pretty lake several miles,ARTICLE RB JJ NN FEW NNS,a,very pretty lake,several,miles
812215,a long gun and several swivel guns,ARTICLE JJ NN CC FEW JJ NNS,a,long gun and,several,swivel guns
815055,a possible 45 games,ARTICLE JJ CD NNS,a,possible,45,games
815402,a good many bears,ARTICLE JJ FEW NNS,a,good,many,bears
815596,another little boy many years,ARTICLE JJ NN FEW NNS,another,little boy,many,years
816535,a good many fairies,ARTICLE JJ FEW NNS,a,good,many,fairies
824964,a great many creatures,ARTICLE JJ FEW NNS,a,great,many,creatures
825394,a good many other efforts,ARTICLE JJ FEW JJ NNS,a,good,many,other efforts
828872,a great many years,ARTICLE JJ FEW NNS,a,great,many,years
829036,a good many fairies,ARTICLE JJ FEW NNS,a,good,many,fairies
831688,a great many pets,ARTICLE JJ FEW NNS,a,great,many,pets
834155,a good thirty dollars,ARTICLE JJ CD NNS,a,good,thirty,dollars
836618,A great many children,ARTICLE JJ FEW NNS,A,great,many,children
836977,a fucking few minutes,ARTICLE JJ FEW NNS,a,fucking,few,minutes
837469,a marvelous like two nights,ARTICLE JJ UH CD NNS,a,marvelous like,two,nights
844769,a great many times,ARTICLE JJ FEW NNS,a,great,many,times
848917,a mere eighteen days,ARTICLE JJ CD NNS,a,mere,eighteen,days
851342,a great many Turkeys,ARTICLE JJ FEW NNPS,a,great,many,Turkeys
852154,an extra 9 experiences,ARTICLE JJ CD NNS,an,extra,9,experiences
852985,a great many other things,ARTICLE JJ FEW JJ NNS,a,great,many,other things
853395,a season - high 12 combined tackles,ARTICLE NN HYPH JJ CD VBN NNS,a,season - high,12,combined tackles
853601,a great many women,ARTICLE JJ FEW NNS,a,great,many,women
854752,an inner bridge and two outer bridges,ARTICLE JJ NN CC CD JJ NNS,an,inner bridge and,two,outer bridges
855167,a great many workmen,ARTICLE JJ FEW NNS,a,great,many,workmen
856239,a great many sick men,ARTICLE JJ FEW JJ NNS,a,great,many,sick men
860617,a round dozen reviews,ARTICLE JJ FEW NNS,a,round,dozen,reviews
864747,a direct current overhead power supply 600 Volts,ARTICLE JJ JJ JJ NN NN CD NNS,a,direct current overhead power supply,600,Volts
864780,a great many windings,ARTICLE JJ FEW NNS,a,great,many,windings
866580,a great many doors,ARTICLE JJ FEW NNS,a,great,many,doors
866896,a possible 45 votes,ARTICLE JJ CD NNS,a,possible,45,votes
868150,a clear ten years,ARTICLE JJ CD NNS,a,clear,ten,years
868864,a large waggon and eight horses,ARTICLE JJ NN CC CD NNS,a,large waggon and,eight,horses
870572,a fair wife and two children,ARTICLE JJ NN CC CD NNS,a,fair wife and,two,children
876055,a mere three years,ARTICLE JJ CD NNS,a,mere,three,years
879399,a very good few seasons,ARTICLE RB JJ FEW NNS,a,very good,few,seasons
882136,a personal best 30 rebounds,ARTICLE JJ JJS CD NNS,a,personal best,30,rebounds
883710,a safe anchorage fifteen miles,ARTICLE JJ NN CD NNS,a,safe anchorage,fifteen,miles
884736,"A little further out , two bear cubs","ARTICLE JJ RB RB , CD NN NNS",A,"little further out ,",two,bear cubs
886534,a scandalous divorce six years,ARTICLE JJ NN CD NNS,a,scandalous divorce,six,years
888596,an unexpected twelve months,ARTICLE JJ CD NNS,an,unexpected,twelve,months
889514,a mere five minutes,ARTICLE JJ CD NNS,a,mere,five,minutes
894084,a season - high ten combined tackles,ARTICLE NN HYPH JJ CD VBN NNS,a,season - high,ten,combined tackles
897449,a round twenty years,ARTICLE JJ CD NNS,a,round,twenty,years
900754,a great many other things,ARTICLE JJ FEW JJ NNS,a,great,many,other things
904249,a great many voices,ARTICLE JJ FEW NNS,a,great,many,voices
904634,an additional thirteen minutes,ARTICLE JJ CD NNS,an,additional,thirteen,minutes
905191,a combined ten seasons,ARTICLE JJ CD NNS,a,combined,ten,seasons
905657,a great many curious ones,ARTICLE JJ FEW JJ NNS,a,great,many,curious ones
905842,a combined 14 seasons,ARTICLE JJ CD NNS,a,combined,14,seasons
906022,a total 16 finals,ARTICLE JJ CD NNS,a,total,16,finals
906344,A Little Less Sixteen Candles,ARTICLE JJ JJR CD NNS,A,Little Less,Sixteen,Candles
906527,a whole lot more questions,ARTICLE JJ NN FEW NNS,a,whole lot,more,questions
912569,a popular Top 40 outlet for years,ARTICLE JJ NN CD NN IN NNS,a,popular Top,40,outlet for years
918115,a great many things,ARTICLE JJ FEW NNS,a,great,many,things
918182,an impressive 30 appearances,ARTICLE JJ CD NNS,an,impressive,30,appearances
918241,a superb 94 league appearances,ARTICLE JJ CD NN NNS,a,superb,94,league appearances
919708,a great many brave deeds,ARTICLE JJ FEW JJ NNS,a,great,many,brave deeds
919766,a good many young men,ARTICLE JJ FEW JJ NNS,a,good,many,young men
920178,a great many strange things,ARTICLE JJ FEW JJ NNS,a,great,many,strange things
920576,a great many Nymphs,ARTICLE JJ FEW NNPS,a,great,many,Nymphs
922300,a great many things,ARTICLE JJ FEW NNS,a,great,many,things
922301,a great many things,ARTICLE JJ FEW NNS,a,great,many,things
923817,a good many mild days,ARTICLE JJ FEW JJ NNS,a,good,many,mild days
924449,a great many times,ARTICLE JJ FEW NNS,a,great,many,times
924922,a great many huge flies,ARTICLE JJ FEW JJ NNS,a,great,many,huge flies
924936,a great many species,ARTICLE JJ FEW NNS,a,great,many,species
925782,a good many hours,ARTICLE JJ FEW NNS,a,good,many,hours
926144,a great many people,ARTICLE JJ FEW NNS,a,great,many,people
926892,a great many strange adventures,ARTICLE JJ FEW JJ NNS,a,great,many,strange adventures
927899,a great many friends,ARTICLE JJ FEW NNS,a,great,many,friends
929614,a quiet and delightful hundred years,ARTICLE JJ CC JJ CD NNS,a,quiet and delightful,hundred,years
930519,a great many days,ARTICLE JJ FEW NNS,a,great,many,days
930670,a great many people,ARTICLE JJ FEW NNS,a,great,many,people
930930,a great many hundred years,ARTICLE JJ FEW CD NNS,a,great,many hundred,years
931194,a great many playful leaps,ARTICLE JJ FEW JJ NNS,a,great,many,playful leaps
933162,a great many tender feelings,ARTICLE JJ FEW JJ NNS,a,great,many,tender feelings
933324,an estimated 65 % of customers,ARTICLE VBN CD NN IN NNS,an,estimated,65,% of customers
934404,an audio CD and several DVDs,ARTICLE JJ NN CC FEW NNS,an,audio CD and,several,DVDs
935360,a great many Giants,ARTICLE JJ FEW NNPS,a,great,many,Giants
935809,a great many thousand Pygmies,ARTICLE JJ FEW CD NNPS,a,great,many thousand,Pygmies
935959,a great many centuries,ARTICLE JJ FEW NNS,a,great,many,centuries
936697,a particular few types,ARTICLE JJ FEW NNS,a,particular,few,types
937766,a vast many rows,ARTICLE JJ FEW NNS,a,vast,many,rows
937870,a total 51 episodes,ARTICLE JJ CD NNS,a,total,51,episodes
937950,a great many trumpeters,ARTICLE JJ FEW NNS,a,great,many,trumpeters
938271,a great many hurricanes,ARTICLE JJ FEW NNS,a,great,many,hurricanes
939937,a great many yards,ARTICLE JJ FEW NNS,a,great,many,yards
940501,a great many beautiful shells,ARTICLE JJ FEW JJ NNS,a,great,many,beautiful shells
940606,a great many flowers,ARTICLE JJ FEW NNS,a,great,many,flowers
941399,a vast many tender fears,ARTICLE JJ FEW JJ NNS,a,vast,many,tender fears
941811,a great many other accomplishments,ARTICLE JJ FEW JJ NNS,a,great,many,other accomplishments
941945,a great many little children,ARTICLE JJ FEW JJ NNS,a,great,many,little children
942569,a great many misfortunes,ARTICLE JJ FEW NNS,a,great,many,misfortunes
942739,a great many tears,ARTICLE JJ FEW NNS,a,great,many,tears
943976,an initial 150 specialty stores,ARTICLE JJ CD NN NNS,an,initial,150,specialty stores
944877,a great many years,ARTICLE JJ FEW NNS,a,great,many,years
957031,a great many ladies,ARTICLE JJ FEW NNS,a,great,many,ladies
957682,a great many things,ARTICLE JJ FEW NNS,a,great,many,things
957846,a great many baskets,ARTICLE JJ FEW NNS,a,great,many,baskets
962360,a good many words,ARTICLE JJ FEW NNS,a,good,many,words
962753,a combined 41 official reigns,ARTICLE VBN CD JJ NNS,a,combined,41,official reigns
962826,A great many empty bottles,ARTICLE JJ FEW JJ NNS,A,great,many,empty bottles
964063,a good many trifling pieces,ARTICLE JJ FEW NN NNS,a,good,many,trifling pieces
965431,"An additional 3,400 commuters",ARTICLE JJ CD NNS,An,additional,"3,400",commuters
965500,a great many things,ARTICLE JJ FEW NNS,a,great,many,things
965975,an additional eight strings,ARTICLE JJ CD NNS,an,additional,eight,strings
968836,a career - high seven tackles,ARTICLE NN HYPH JJ CD NNS,a,career - high,seven,tackles
970597,a different color-- 1.35 times,ARTICLE JJ NN CD NNS,a,different color--,1.35,times
971038,a different color-- 2 times,ARTICLE JJ NN CD NNS,a,different color--,2,times
971044,a further three seats,ARTICLE JJ CD NNS,a,further,three,seats
971240,a great many good points,ARTICLE JJ FEW JJ NNS,a,great,many,good points
973136,a half dozen finishing cuts,ARTICLE JJ FEW JJ NNS,a,half,dozen,finishing cuts
974647,a good many children,ARTICLE JJ FEW NNS,a,good,many,children
977985,a - dozen little ones,ARTICLE JJ FEW JJ NNS,a,-,dozen,little ones
980028,a great many times,ARTICLE JJ FEW NNS,a,great,many,times
984670,"An estimated 700,000 people",ARTICLE VBN CD NNS,An,estimated,"700,000",people
985167,an extra thirty minutes,ARTICLE JJ CD NNS,an,extra,thirty,minutes
987321,a good many people,ARTICLE JJ FEW NNS,a,good,many,people
987955,an impressive 24 goals,ARTICLE JJ CD NNS,an,impressive,24,goals
996623,a vague idea 50 years,ARTICLE JJ NN CD NNS,a,vague idea,50,years
997177,a great many little ones,ARTICLE JJ FEW JJ NNS,a,great,many,little ones
1001689,an extra three hundred miles,ARTICLE JJ CD CD NNS,an,extra,three hundred,miles
1003403,"a potential 40,000 secondary jobs",ARTICLE JJ CD JJ NNS,a,potential,"40,000",secondary jobs
1003762,a superior geographical environment and many railways,ARTICLE JJ JJ NN CC FEW NNS,a,superior geographical environment and,many,railways
1008623,a great many feelings,ARTICLE JJ FEW NNS,a,great,many,feelings
1012452,A scant six years,ARTICLE JJ CD NNS,A,scant,six,years
1014465,a vast cake and several pumpkin pies,ARTICLE JJ NN CC FEW NN NNS,a,vast cake and,several,pumpkin pies
1015402,a good forty feet,ARTICLE JJ CD NNS,a,good,forty,feet
1016600,a great many times,ARTICLE JJ FEW NNS,a,great,many,times
1018828,a half - dozen boys,ARTICLE JJ HYPH FEW NNS,a,half -,dozen,boys
1021740,a great many days,ARTICLE JJ FEW NNS,a,great,many,days
1021799,a great many places,ARTICLE JJ FEW NNS,a,great,many,places
1025773,an old father and two fryars,ARTICLE JJ NN CC CD NNS,an,old father and,two,fryars
1028306,a half - dozen pink thimble cakes,ARTICLE JJ HYPH FEW JJ NN NNS,a,half -,dozen,pink thimble cakes
1030929,a great many garments,ARTICLE JJ FEW NNS,a,great,many,garments
1034449,a large pine and several birches,ARTICLE JJ NN CC FEW NNS,a,large pine and,several,birches
1035750,a monumental facade and two floors,ARTICLE JJ NN CC CD NNS,a,monumental facade and,two,floors
1037633,a good many months,ARTICLE JJ FEW NNS,a,good,many,months
1038906,a combined nine points,ARTICLE VBN CD NNS,a,combined,nine,points
1046039,a really nice three hours,ARTICLE RB JJ CD NNS,a,really nice,three,hours
1049746,an additional five awards,ARTICLE JJ CD NNS,an,additional,five,awards
1057216,a court - appointed guardian three years,ARTICLE NN HYPH VBN NN CD NNS,a,court - appointed guardian,three,years
1057381,a new 150 meters,ARTICLE JJ CD NNS,a,new,150,meters
1057955,a then career - high 12 points,ARTICLE RB NN HYPH JJ CD NNS,a,then career - high,12,points
