sentence_idx,construction,pos,DT,ADJ,NUMERAL,NOUN,n,percent
2384118,a staggering fifty billion pounds,ARTICLE JJ CD CD NNS,a,staggering,fifty billion,pounds,1,0.9656862745098039
2389278,"an estimated 500,530 residents",ARTICLE VBN CD NNS,an,estimated,"500,530",residents,1,0.9354575163398693
2395075,an estimated 25 million animals,ARTICLE VBN CD CD NNS,An,estimated,25 million,animals,1,0.9040032679738562
2406429,an estimated 80–200 civilian men,ARTICLE VBN CD JJ NNS,an,estimated,80–200,civilian men,1,0.9526143790849673
2406722,an estimated 193 persons,ARTICLE VBN CD NNS,an,estimated,193,persons,1,0.8925653594771242
2407523,a thick square minaret 10–15 meters,ARTICLE JJ JJ NN CD NNS,a,thick square minaret,10–15,meters,1,0.8762254901960784
2424361,a bloody camcorder twelve hundred quid,ARTICLE JJ NN CD CD NNS,a,bloody camcorder,twelve hundred,quid,1,0.994281045751634
2462626,"an estimated 134,804 people",ARTICLE VBN CD NNS,an,estimated,"134,804",people,1,0.8819444444444444
2526452,a career - high 240 strikeouts,ARTICLE NN HYPH JJ CD NNS,a,career - high,240,strikeouts,1,0.9031862745098039
2554814,a combined 73 goals,ARTICLE VBN CD NNS,a,combined,73,goals,1,0.9477124183006536
2557812,"an estimated 90,750 hectares",ARTICLE VBN CD NNS,an,estimated,"90,750",hectares,1,0.9583333333333334
2565623,a whopping 272 penalty minutes,ARTICLE JJ CD NN NNS,a,whopping,272,penalty minutes,1,0.9089052287581699
2574948,an independent program and two more years,ARTICLE JJ NN CC CD FEW NNS,an,independent program and,two more,years,1,0.9991830065359477
2581399,"an estimated 60,000 spectators",ARTICLE VBN CD NNS,an,estimated,"60,000",spectators,1,0.9407679738562091
2617102,a fixed approximation ratio formula_99 and probabilities,ARTICLE VBN NN NN CD CC NNS,a,fixed approximation ratio,formula_99 and,probabilities,1,0.9685457516339869
2619750,"a further 1,338 people",ARTICLE JJ CD NNS,a,further,"1,338",people,1,0.8651960784313726
2626501,a multiple star system 39.5 light years,ARTICLE JJ NN NN CD NN NNS,a,multiple star system,39.5,light years,1,0.9223856209150327
2638028,a career - high 707 yards,ARTICLE NN HYPH JJ CD NNS,a,career - high,707,yards,1,0.9464869281045751
2638167,a season - high 91 yards,ARTICLE NN HYPH JJ CD NNS,a,season - high,91,yards,1,0.9587418300653595
2664594,"an estimated 61,000 people",ARTICLE VBN CD NNS,an,estimated,"61,000",people,1,0.9419934640522876
2664595,"an estimated 182,000 canadians",ARTICLE VBN CD NNPS,an,estimated,"182,000",canadians,1,0.891748366013072
2664668,"an estimated 2,250 students",ARTICLE VBN CD NNS,an,estimated,"2,250",students,1,0.8941993464052288
2664684,"an estimated 34,000 students",ARTICLE VBN CD NNS,an,estimated,"34,000",students,1,0.9187091503267973
2664698,an estimated 850 students,ARTICLE VBN CD NNS,an,estimated,850,students,1,0.9546568627450981
2684207,an extra six hundred meetings,ARTICLE JJ CD CD NNS,an,extra,six hundred,meetings,1,0.988562091503268
2698643,an astonishing 26 million shells,ARTICLE JJ CD CD NNS,an,astonishing,26 million,shells,1,0.9064542483660131
2699241,an astonishing 340 million marks-,ARTICLE JJ CD CD NNS,an,astonishing,340 million,marks-,1,0.9191176470588235
2735040,a total area 43.2 square miles,ARTICLE JJ NN CD JJ NNS,a,total area,43.2,square miles,1,0.928921568627451
2744118,a team - best 7.3 yards,ARTICLE NN HYPH JJ CD NNS,a,team - best,7.3,yards,1,0.9456699346405228
2749270,a team - high 643 yards,ARTICLE NN HYPH JJ CD NNS,a,team - high,643,yards,1,0.9428104575163399
2778592,an extra 4 or 5 days,ARTICLE JJ CD CC CD NNS,An,extra,4 or 5,days,1,0.9236111111111112
2781666,an additional 2000 copies,ARTICLE JJ CD NNS,an,additional,2000,copies,1,0.8982843137254902
2811898,a good 5000 miles,ARTICLE JJ CD NNS,a,good,5000,miles,1,0.9358660130718954
2840408,"an estimated 41,000 people",ARTICLE VBN CD NNS,An,estimated,"41,000",people,1,0.9276960784313726
2841992,"an additional 2,894 acres",ARTICLE JJ CD NNS,an,additional,"2,894",acres,1,0.8958333333333334
2843283,a silvery speck six thousand feet,ARTICLE JJ NN CD CD NNS,a,silvery speck,six thousand,feet,1,0.9893790849673203
2847692,a trifling ten thousand pounds,ARTICLE JJ CD CD NNS,a,trifling,ten thousand,pounds,1,0.991421568627451
2855901,a good about erm eight or nine years,ARTICLE JJ RB UH CD CC CD NNS,a,good about erm,eight or nine,years,1,0.9628267973856209
2903534,"an estimated 30,000 central",ARTICLE VBN CD NNPS,an,estimated,"30,000",central,1,0.9142156862745098
2905044,"a bricked wall 0,5 metres",ARTICLE JJ NN CD NNS,a,bricked wall,"0,5",metres,1,0.8590686274509803
2916350,an estimated 86 billion neurons,ARTICLE VBN CD CD NNS,an,estimated,86 billion,neurons,1,0.9554738562091504
2918434,"an estimated 45,000 vehicles",ARTICLE VBN CD NNS,an,estimated,"45,000",vehicles,1,0.9301470588235294
2919097,an additional 4–6 years,ARTICLE JJ CD NNS,an,additional,4–6,years,1,0.9330065359477124
2919800,an additional 1 to 7 years,ARTICLE JJ CD TO CD NNS,an,additional,1 to 7,years,1,0.8631535947712419
2921877,a normalized vector formula_82 and projection operators,ARTICLE VBN NN CD CC NN NNS,a,normalized vector,formula_82 and,projection operators,1,0.9677287581699346
2921894,a normalized vector formula_97 and projection operators,ARTICLE VBN NN CD CC NN NNS,a,normalized vector,formula_97 and,projection operators,1,0.9681372549019608
2985474,a resounding 83 % of people,ARTICLE JJ CD NN IN NNS,a,resounding,83,% of people,1,0.9538398692810458
2987162,an estimated 170 million people,ARTICLE VBN CD CD NNS,an,estimated,170 million,people,1,0.8897058823529411
3041689,"an important industrial city and 219,022 people",ARTICLE JJ JJ NN CC CD NNS,an,important industrial city and,"219,022",people,1,0.9003267973856209
3059131,an average 2 or 3 days,ARTICLE JJ CD CC CD NNS,an,average,2 or 3,days,1,0.8933823529411765
3075164,an estimated 432 species,ARTICLE VBN CD NNS,An,estimated,432,species,1,0.9293300653594772
3105847,an additional 349 migrant arrivals,ARTICLE JJ CD NN NNS,an,additional,349,migrant arrivals,1,0.9199346405228758
3142775,an additional thirty two bytes,ARTICLE JJ CD CD NNS,an,additional,thirty two,bytes,1,0.9926470588235294
3179698,"a very diverse , ninety six people","ARTICLE RB JJ , CD CD NNS",a,"very diverse ,",ninety six,people,1,0.9779411764705882
3196906,an estimated 37.7 million items,ARTICLE VBN CD CD NNS,an,estimated,37.7 million,items,1,0.9211601307189542
3253458,an orbital inclination 30.7 degrees,ARTICLE JJ NN CD NNS,an,orbital inclination,30.7,degrees,1,0.9146241830065359
3294087,a possible 107 seats,ARTICLE JJ CD NNS,a,possible,107,seats,1,0.875
3314066,a record 650 bills,ARTICLE RECORD CD NNS,a,record,650,bills,1,0.9436274509803921
3315146,an american grade i stakes,ARTICLE JJ NN CD NNS,an,american grade,i,stakes,1,0.9730392156862745
3329320,an estimated 42 billion tons,ARTICLE VBN CD CD NNS,an,estimated,42 billion,tons,1,0.9285130718954249
3335006,a goody - four - shoes,ARTICLE JJ HYPH CD HYPH NNS,a,goody -,four -,shoes,1,0.9693627450980392
3366129,an additional 30 - minutes,ARTICLE JJ CD HYPH NNS,an,additional,30 -,minutes,1,0.9129901960784313
3367506,a further 270 redundancies,ARTICLE JJR CD NNS,a,further,270,redundancies,1,0.9080882352941176
3371739,a long time   15 years,ARTICLE JJ NN CD CD NNS,a,long time,15 years,NA,1,0.8843954248366013
3388110,a whole twenty - four hours,ARTICLE JJ CD HYPH CD NNS,a,whole,twenty - four,hours,1,0.9955065359477124
3394575,a unanimous 151 presbyteries,ARTICLE JJ CD NNS,a,unanimous,151,presbyteries,1,0.8860294117647058
3426378,"a further 7,000 people",ARTICLE JJ CD NNS,a,further,"7,000",people,1,0.9448529411764706
3443257,"a mere seven , eight ones","ARTICLE JJ CD , CD NNS",a,mere,"seven , eight",ones,1,0.9828431372549019
3444408,an estimated two hundred thousand birds,ARTICLE VBN CD CD CD NNS,An,estimated,two hundred thousand,birds,1,0.9987745098039216
3444957,an extra four hundred million dollars,ARTICLE JJ CD CD CD NNS,an,extra,four hundred million,dollars,1,0.9705882352941176
3459717,an appropriate hundred and twenty two hectares,ARTICLE JJ CD CC CD CD NNS,an,appropriate,hundred and twenty two,hectares,1,0.9722222222222222
3466267,"an estimated 957,600 residents",ARTICLE VBN CD NNS,an,estimated,"957,600",residents,1,0.9599673202614379
3470643,a further eighty four thousand square feet,ARTICLE JJR CD CD CD JJ NNS,a,further,eighty four thousand,square feet,1,0.9644607843137255
3482265,a white crescent and four five - pointed stars,ARTICLE JJ NN CC CD CD HYPH JJ NNS,a,white crescent and,four five -,pointed stars,1,0.9697712418300654
3547497,an estimated 30 million people,ARTICLE VBN CD CD NNS,An,estimated,30 million,people,1,0.9138071895424836
3610158,an estimated 4 to 5 million people,ARTICLE VBN CD TO CD CD NNS,an,estimated,4 to 5 million,people,1,0.9240196078431373
3634505,a moderate 84 beats,ARTICLE JJ CD NNS,a,moderate,84,beats,1,0.954248366013072
3643528,a record 74 winners,ARTICLE RECORD CD NNS,a,record,74,winners,1,0.9481209150326797
3661246,an annual 3.5 million visitors,ARTICLE JJ CD CD NNS,an,annual,3.5 million,visitors,1,0.9125816993464052
3841026,an estimated 200 million albums,ARTICLE VBN CD CD NNS,an,estimated,200 million,albums,1,0.8978758169934641
3845881,an estimated 10 to 30 tons,ARTICLE VBN CD TO CD NNS,an,estimated,10 to 30,tons,1,0.8705065359477124
3847444,an estimated 125 million opioid pills,ARTICLE VBN CD CD NN NNS,an,estimated,125 million,opioid pills,1,0.880718954248366
3870956,"an estimated 3,446 black people",ARTICLE VBN CD JJ NNS,an,estimated,"3,446",black people,1,0.9109477124183006
3882292,an additional four hundred and thirty dwellings,ARTICLE JJ CD CD CC CD NNS,an,additional,four hundred and thirty,dwellings,1,0.9701797385620915
3913829,a hard one nine twelfths,ARTICLE JJ CD CD NNS,A,hard,one nine,twelfths,1,0.9816176470588235
3914991,a right angle ninety degrees,ARTICLE JJ NN CD NNS,A,right angle,ninety,degrees,1,0.9767156862745098
3997403,an estimated 500 million people,ARTICLE VBN CD CD NNS,An,estimated,500 million,people,1,0.9350490196078431
4103667,"an estimated 32,000 residences",ARTICLE VBN CD NNS,an,estimated,"32,000",residences,1,0.9166666666666666
4111459,an extra 1.3 million cars,ARTICLE JJ CD CD NNS,an,extra,1.3 million,cars,1,0.866421568627451
4155255,"an estimated 1,000,000 species",ARTICLE VBN CD NNS,an,estimated,"1,000,000",species,1,0.863562091503268
4174812,a natural swimming pool 1.500 meters,ARTICLE JJ NN NN CD NNS,a,natural swimming pool,1.500,meters,1,0.8680555555555556
4206698,an estimated 7–12 million slaves,ARTICLE VBN CD CD NNS,an,estimated,7–12 million,slaves,1,0.9501633986928104
4206738,an estimated 5.5 million people,ARTICLE VBN CD CD NNS,an,estimated,5.5 million,people,1,0.934640522875817
4213178,an early age 3–6 years,ARTICLE JJ NN CD NNS,an,early age,3–6,years,1,0.923202614379085
4230288,a random number--2 times,ARTICLE JJ CD NNS,a,random,number--2,times,1,0.9783496732026143
4261129,"an estimated 8,500 infections",ARTICLE VBN CD NNS,an,estimated,"8,500",infections,1,0.9513888888888888
4268538,"an extra three hundred and six thousand , three hundred and forty pounds","ARTICLE JJ CD CD CC CD CD , CD CD CC CD NNS",an,extra,"three hundred and six thousand , three hundred and forty",pounds,1,0.9934640522875817
4301154,a perfect match—150 balls,ARTICLE JJ CD NNS,a,perfect,match—150,balls,1,0.9742647058823529
4306860,an estimated 509 million songs,ARTICLE VBN CD CD NNS,an,estimated,509 million,songs,1,0.9366830065359477
4310665,a whopping six hundred and seventy tons,ARTICLE JJ CD CD CC CD NNS,a,whopping,six hundred and seventy,tons,1,0.9889705882352942
4316301,"an estimated 5,205 households",ARTICLE VBN CD NNS,an,estimated,"5,205",households,1,0.9334150326797386
4316351,"an estimated 251,974 people",ARTICLE VBN CD NNS,an,estimated,"251,974",people,1,0.9052287581699346
4372118,an unmatchable 21 three - cushion billiards,ARTICLE JJ CD CD HYPH NN NNS,an,unmatchable,21 three -,cushion billiards,1,0.8995098039215687
4403317,an estimated 1196 passengers,ARTICLE VBN CD NNS,an,estimated,1196,passengers,1,0.8782679738562091
4488295,"an estimated 502,629 residents",ARTICLE VBN CD NNS,an,estimated,"502,629",residents,1,0.9362745098039216
4540046,a further 54 candidates,ARTICLE JJ CD NNS,a,further,54,candidates,1,0.9391339869281046
4584739,"a further 1,300,000 people",ARTICLE JJ CD NNS,A,further,"1,300,000",people,1,0.8647875816993464
4661764,a staggering twenty million pounds,ARTICLE JJ CD CD NNS,a,staggering,twenty million,pounds,1,0.9967320261437909
4664298,an extra seven and half hours,ARTICLE JJ CD CC NN NNS,an,extra,seven and,half hours,1,0.983251633986928
4703233,"an estimated 151,000 to 600,000 or more iraqis",ARTICLE VBN CD TO CD CC FEW NNPS,An,estimated,"151,000 to 600,000 or more",iraqis,1,0.886437908496732
4713564,an overwhelming 283 votes,ARTICLE JJ CD NNS,an,overwhelming,283,votes,1,0.9097222222222222
4715147,a grand total one million nine hundred and seventy eight thousand jobs,ARTICLE JJ NN CD CD CD CD CC CD CD CD NNS,a,grand total,one million nine hundred and seventy eight thousand,jobs,1,0.9812091503267973
4723381,an estimated 450 million independents,ARTICLE VBN CD CD NNS,an,estimated,450 million,independents,1,0.9305555555555556
4744730,"an estimated 2,200 races",ARTICLE VBN CD NNS,an,estimated,"2,200",races,1,0.8937908496732027
4774131,a normal 6 - sided dice,ARTICLE JJ CD HYPH JJ NNS,a,normal,6 -,sided dice,1,0.940359477124183
4806273,a further 20–24 cm,ARTICLE JJ CD NNS,a,further,20–24,cm,1,0.8991013071895425
4812220,an horrendous twenty four hours,ARTICLE JJ CD CD NNS,an,horrendous,twenty four,hours,1,0.9963235294117647
4829000,an estimated 1 million filipinos,ARTICLE VBN CD CD NNPS,An,estimated,1 million,filipinos,1,0.8627450980392157
4942169,"an additional 7,518 satellites",ARTICLE JJ CD NNS,an,additional,"7,518",satellites,1,0.9452614379084967
4971272,"an estimated 438,000 species",ARTICLE VBN CD NNS,an,estimated,"438,000",species,1,0.9297385620915033
4994326,a large hill 585 meters,ARTICLE JJ NN CD NNS,a,large hill,585,meters,1,0.9395424836601307
4998214,an estimated 180 million people,ARTICLE VBN CD CD NNS,An,estimated,180 million,people,1,0.8913398692810458
5135436,a potential seventy thousand patients,ARTICLE JJ CD CD NNS,a,potential,seventy thousand,patients,1,0.9861111111111112
5190019,a staggering six trillion letters,ARTICLE JJ CD CD NNS,a,staggering,six trillion,letters,1,0.9897875816993464
5237213,an estimated 270 million kilograms,ARTICLE VBN CD CD NNS,An,estimated,270 million,kilograms,1,0.9084967320261438
5259646,an extra couple or three weeks,ARTICLE JJ FEW CC CD NNS,an,extra,couple or three,weeks,1,0.9616013071895425
5261894,an extra sixty- seven policemen,ARTICLE JJ CD CD NNS,an,extra,sixty- seven,policemen,1,0.9910130718954249
5261911,a further sixty - eight policemen,ARTICLE JJ CD HYPH CD NNS,a,further,sixty - eight,policemen,1,0.9901960784313726
5265827,an estimated 1 billion people,ARTICLE VBN CD CD NNS,An,estimated,1 billion,people,1,0.8623366013071896
5268676,"an estimated 31,000 students",ARTICLE VBN CD NNS,an,estimated,"31,000",students,1,0.9154411764705882
5283908,a good ninety nine p,ARTICLE JJ CD CD NNS,a,good,ninety nine,p,1,0.9775326797385621
5286314,a very large vehicle thirty eight tonnes,ARTICLE RB JJ NN CD CD NNS,a,very large vehicle,thirty eight,tonnes,1,0.9922385620915033
5294774,"an estimated 20,000,000 to 30,000,000 people",ARTICLE VBN CD TO CD NNS,An,estimated,"20,000,000 to 30,000,000",people,1,0.8974673202614379
5310550,a moderate 86 beats,ARTICLE JJ CD NNS,a,moderate,86,beats,1,0.9550653594771242
5318331,"an estimated 4,400 to 200,000 people",ARTICLE VBN CD TO CD NNS,An,estimated,"4,400 to 200,000",people,1,0.9244281045751634
5324770,a record 102 tonnes,ARTICLE RECORD CD NNS,a,record,102,tonnes,1,0.8729575163398693
5326047,"an estimated 9,500 people",ARTICLE VBN CD NNS,an,estimated,"9,500",people,1,0.9575163398692811
5335278,a career - high 14.5 sacks,ARTICLE NN HYPH JJ CD NNS,a,career - high,14.5,sacks,1,0.8827614379084967
5353047,an extra one hundred thousand dollars,ARTICLE JJ CD CD CD NNS,an,extra,one hundred thousand,dollars,1,0.9808006535947712
5432242,a rare zero - stars,ARTICLE JJ CD HYPH NNS,a,rare,zero -,stars,1,1
5435380,an additional 40 million readers,ARTICLE JJ CD CD NNS,an,additional,40 million,readers,1,0.926062091503268
5464435,an additional five hundred and seventy pounds,ARTICLE JJ CD CD CC CD NNS,an,additional,five hundred and seventy,pounds,1,0.9665032679738562
5513840,a record 106 yards,ARTICLE RECORD CD NNS,a,record,106,yards,1,0.8745915032679739
5545269,an astounding 30 billion apps,ARTICLE JJ CD CD NNS,an,astounding,30 billion,apps,1,0.9133986928104575
5556359,an extra nine hundred thousand pounds,ARTICLE JJ CD CD CD NNS,an,extra,nine hundred thousand,pounds,1,0.9754901960784313
5560345,an additional one hundred million pounds,ARTICLE JJ CD CD CD NNS,an,additional,one hundred million,pounds,1,0.9803921568627451
5579057,"an estimated 2,500 slaves",ARTICLE VBN CD NNS,an,estimated,"2,500",slaves,1,0.8946078431372549
5722368,a further 34 birds,ARTICLE JJ CD NNS,a,further,34,birds,1,0.9183006535947712
5750732,a modest forty thousand pounds,ARTICLE JJ CD CD NNS,a,modest,forty thousand,pounds,1,0.9689542483660131
5784224,a significant problem 15 to 30 billion dollars,ARTICLE JJ NN CD TO CD CD NNS,a,significant problem,15 to 30 billion,dollars,1,0.8839869281045751
5793818,a large non - tropical low pressure area 1015 miles,ARTICLE JJ JJ JJ JJ JJ NN NN CD NNS,a,large non - tropical low pressure area,1015,miles,1,0.8725490196078431
5822326,an isolated tree 7–30 feet,ARTICLE JJ NN CD NNS,an,isolated tree,7–30,feet,1,0.9505718954248366
5861761,a mere fifty seven members,ARTICLE JJ CD CD NNS,a,mere,fifty seven,members,1,0.9660947712418301
5986086,"a smug , married couple , lots","ARTICLE JJ , JJ FEW , NNS",a,"smug , married","couple ,",lots,1,0.9611928104575164
6044530,a half - dozen or more times,ARTICLE JJ HYPH FEW CC FEW NNS,a,half -,dozen or more,times,1,0.9620098039215687
6058274,a mere seven hundred million dollars,ARTICLE JJ CD CD CD NNS,a,mere,seven hundred million,dollars,1,0.9840686274509803
6061519,an estimated 24.6 miles,ARTICLE VBN CD NNS,an,estimated,24.6,miles,1,0.9027777777777778
6193421,a large family one or two children,ARTICLE JJ NN CD CC CD NNS,a,large family,one or two,children,1,0.9820261437908496
6204844,a further one hundred and sixty hectares,ARTICLE JJ CD CD CC CD NNS,a,further,one hundred and sixty,hectares,1,0.9795751633986928
6387496,a scud eight hundred million people,ARTICLE JJ CD CD CD NNS,a,scud,eight hundred million,people,1,0.9624183006535948
6396331,a further twenty six thousand pounds,ARTICLE JJ CD CD CD NNS,a,further,twenty six thousand,pounds,1,0.997140522875817
6396355,a further nine thousand pounds,ARTICLE JJ CD CD NNS,a,further,nine thousand,pounds,1,0.9758986928104575
6480409,"an underwater ridge 46,000 miles",ARTICLE JJ NN CD NNS,An,underwater ridge,"46,000",miles,1,0.9309640522875817
6525723,a mere 1 8 months,ARTICLE JJ CD CD NNS,a,mere,1 8,months,1,0.8619281045751634
6554682,a good twenty five kilos,ARTICLE JJ CD CD NNS,a,good,twenty five,kilos,1,0.9959150326797386
6585972,a further nine hundred redundancies,ARTICLE JJ CD CD NNS,a,further,nine hundred,redundancies,1,0.9750816993464052
6609298,a good twenty to twenty five minutes,ARTICLE JJ CD TO CD CD NNS,a,good,twenty to twenty five,minutes,1,0.9975490196078431
6723579,a small wooden car five or six inches,ARTICLE JJ JJ NN CD CC CD NNS,A,small wooden car,five or six,inches,1,0.9669117647058824
6806956,a paltry hundred thousand pounds,ARTICLE JJ CD CD NNS,a,paltry,hundred thousand,pounds,1,0.9726307189542484
6843748,"a good six , seven diamonds","ARTICLE JJ CD , CD NNS",a,good,"six , seven",diamonds,1,0.9873366013071896
6844530,an official 202 1/4 pounds,ARTICLE JJ CD CD NNS,an,official,202 1/4,pounds,1,0.8986928104575164
6844602,an official 238 pounds,ARTICLE JJ CD NNS,an,official,238,pounds,1,0.9023692810457516
6935025,"a square , 12,000 kilometres","ARTICLE JJ , CD NNS",a,"square ,","12,000",kilometres,1,0.8790849673202614
6988794,a good many million dollars,ARTICLE JJ FEW CD NNS,a,good,many million,dollars,1,0.9734477124183006
6996512,an easy eight to twelve weeks,ARTICLE JJ CD TO CD NNS,an,easy,eight to twelve,weeks,1,0.9636437908496732
6999552,a wooden steamer 133 feet,ARTICLE JJ NN CD NNS,a,wooden steamer,133,feet,1,0.8815359477124183
7193757,a measly 534 miles,ARTICLE JJ CD NNS,a,measly,534,miles,1,0.9387254901960784
7235692,a good idea and eight thousand years,ARTICLE JJ NN CC CD CD NNS,a,good idea and,eight thousand,years,1,0.9632352941176471
7282723,a select few and systems,ARTICLE JJ FEW CC NNS,a,select,few and,systems,1,0.9652777777777778
7423035,"a mere 15,000 year humans",ARTICLE JJ CD NN NNS,a,mere,"15,000",year humans,1,0.8848039215686274
7449782,a modest ninety - eight degrees,ARTICLE JJ CD HYPH CD NNS,a,modest,ninety - eight,degrees,1,0.9771241830065359
7484207,a horrible memory-- 406 grams,ARTICLE JJ NN CD NNS,a,horrible memory--,406,grams,1,0.9268790849673203
7517521,an electrical engineer 75 years,ARTICLE JJ NN CD NNS,an,electrical engineer,75,years,1,0.9485294117647058
7608449,a record 1.5 million pre,ARTICLE RECORD CD CD NNS,a,record,1.5 million,pre,1,0.8676470588235294
7648371,a little smaller 0.8 times,ARTICLE JJ JJR CD NNS,a,little smaller,0.8,times,1,0.8602941176470589
7692303,a solar array 96 miles,ARTICLE JJ NN CD NNS,a,solar array,96,miles,1,0.9603758169934641
7696316,"a whopping 80,000 - pounds",ARTICLE JJ CD HYPH NNS,a,whopping,"80,000 -",pounds,1,0.9522058823529411
8097791,an estimated 12 million opium addicts,ARTICLE VBN CD CD NN NNS,an,estimated,12 million,opium addicts,1,0.8786764705882353
8136761,a good 20 to 25 feet,ARTICLE JJ CD TO CD NNS,a,good,20 to 25,feet,1,0.8970588235294118
