idx,construction,pos,DT,ADJ,NUMERAL,NOUN,n,percent
7449782,a modest ninety - eight degrees,ARTICLE JJ CD HYPH CD NNS,a,modest,ninety - eight,degrees,1,0.7945261437908496
7463085,a long two months,ARTICLE JJ CD NNS,a,long,two,months,1,0.7516339869281046
7477558,a great many stories,ARTICLE JJ FEW NNS,a,great,many,stories,1,0.6609477124183006
7478539,a little bit more freedom for women,ARTICLE JJ NN FEW NN IN NNS,a,little bit,more,freedom for women,1,0.7344771241830066
7484207,a horrible memory-- 406 grams,ARTICLE JJ NN CD NNS,a,horrible memory--,406,grams,1,0.7026143790849673
7491338,a wonderful few hours,ARTICLE JJ FEW NNS,a,wonderful,few,hours,1,0.9934640522875817
7506279,a strange one incidental autopsy findings,ARTICLE JJ CD JJ NN NNS,a,strange,one,incidental autopsy findings,1,0.9342320261437909
7507175,a half million workers,ARTICLE JJ CD NNS,a,half,million,workers,1,0.6883169934640523
7519031,"a nother 100,000 mathematicians",ARTICLE JJ CD NNS,a,nother,"100,000",mathematicians,1,0.8092320261437909
7525637,a very young 92 years,ARTICLE RB JJ CD NNS,a,very young,92,years,1,0.9783496732026143
7581741,a full 200 yards,ARTICLE JJ CD NNS,a,full,200,yards,1,0.5008169934640523
7583634,a wooden helix 115 cm,ARTICLE JJ NN CD NNS,a,wooden helix,115,cm,1,0.994281045751634
7608449,a record 1.5 million pre,ARTICLE RECORD CD CD NNS,a,record,1.5 million,pre,1,0.8500816993464052
7611502,a half dozen places,ARTICLE JJ FEW NNS,a,half,dozen,places,1,0.6842320261437909
7619325,a little bit more remote areas,ARTICLE JJ NN FEW JJ NNS,a,little bit,more,remote areas,1,0.7365196078431373
7620940,a tremendous 60 years,ARTICLE JJ CD NNS,a,tremendous,60,years,1,0.9554738562091504
7622162,a measly 17 points,ARTICLE JJ CD NNS,a,measly,17,points,1,0.7687908496732027
7633510,a total twenty fractions,ARTICLE JJ CD NNS,a,total,twenty,fractions,1,0.9538398692810458
7634420,a human embryo three weeks,ARTICLE JJ NN CD NNS,a,human embryo,three,weeks,1,0.7050653594771242
7648371,a little smaller 0.8 times,ARTICLE JJ JJR CD NNS,a,little smaller,0.8,times,1,0.7438725490196079
7692303,a solar array 96 miles,ARTICLE JJ NN CD NNS,a,solar array,96,miles,1,0.923202614379085
7692513,a great many billionaires,ARTICLE JJ FEW NNS,A,great,many,billionaires,1,0.6254084967320261
7696316,"a whopping 80,000 - pounds",ARTICLE JJ CD HYPH NNS,a,whopping,"80,000 -",pounds,1,0.9906045751633987
7730675,a mere 10 days,ARTICLE JJ CD NNS,A,mere,10,days,1,0.7728758169934641
7730715,a sizzling 17 degrees,ARTICLE JJ CD NNS,a,sizzling,17,degrees,1,0.9158496732026143
7755747,a good few marriages,ARTICLE JJ FEW NNS,a,good,few,marriages,1,0.5747549019607843
7835747,an unfuckable wife and 4 kids,ARTICLE JJ NN CC CD NNS,an,unfuckable wife and,4,kids,1,0.9616013071895425
7856497,a great 10 months,ARTICLE JJ CD NNS,a,great,10,months,1,0.6213235294117647
7985349,a tense two weeks,ARTICLE JJ CD NNS,a,tense,two,weeks,1,0.9436274509803921
8032078,a further twelve miles,ARTICLE JJ CD NNS,a,further,twelve,miles,1,0.553921568627451
8069349,a long two weeks,ARTICLE JJ CD NNS,a,long,two,weeks,1,0.7520424836601307
8087328,a very interesting five years,ARTICLE RB JJ CD NNS,a,very interesting,five,years,1,0.9730392156862745
8087329,"a sudden , two years","ARTICLE JJ , CD NNS",a,"sudden ,",two,years,1,0.9370915032679739
8105995,a significant breakthrough two nights,ARTICLE JJ NN CD NNS,a,significant breakthrough,two,nights,1,0.9080882352941176
8117762,a large storage facility three blocks,ARTICLE JJ NN NN CD NNS,a,large storage facility,three,blocks,1,0.7230392156862745
8136761,a good 20 to 25 feet,ARTICLE JJ CD TO CD NNS,a,good,20 to 25,feet,1,0.568218954248366
8138798,a quick few things,ARTICLE JJ FEW NNS,a,quick,few,things,1,0.8447712418300654
8162376,a key communication tool and many animals,ARTICLE JJ NN NN CC FEW NNS,a,key communication tool and,many,animals,1,0.7181372549019608
8166565,a great many talents,ARTICLE JJ FEW NNS,a,great,many,talents,1,0.6617647058823529
8181409,a private lake and several hundred acres,ARTICLE JJ NN CC FEW CD NNS,a,private lake and,several hundred,acres,1,0.8406862745098039
8202850,a mandatory 25 years,ARTICLE JJ CD NNS,a,mandatory,25,years,1,0.7634803921568627
8206547,a whole six hours,ARTICLE JJ CD NNS,a,whole,six,hours,1,0.9848856209150327
8223698,a warm yet not uncomfortable 24 degrees,ARTICLE JJ CC RB JJ CD NNS,a,warm yet not uncomfortable,24,degrees,1,0.9791666666666666
8228359,a staggering 10 years,ARTICLE JJ CD NNS,a,staggering,10,years,1,0.9281045751633987
8239144,a half dozen times,ARTICLE JJ FEW NNS,a,half,dozen,times,1,0.6862745098039216
8239980,a special very two years,ARTICLE JJ RB CD NNS,a,special very,two,years,1,0.9252450980392157
8244460,a rough ten days,ARTICLE JJ CD NNS,a,rough,ten,days,1,0.8803104575163399
8267897,a lovely suit 30 pounds,ARTICLE JJ NN CD NNS,a,lovely suit,30,pounds,1,0.7593954248366013
8277401,a whole three days,ARTICLE JJ CD NNS,a,whole,three,days,1,0.985702614379085
8287801,a leisurely six weeks,ARTICLE JJ CD NNS,a,leisurely,six,weeks,1,0.7263071895424836
8296536,a full - time job and three kids,ARTICLE JJ HYPH NN NN CC CD NNS,a,full - time job and,three,kids,1,0.5106209150326797
8299778,a really hard last couple days,ARTICLE RB JJ JJ FEW NNS,a,really hard last,couple,days,1,0.8484477124183006
8302892,a part - time cleaning job three days,ARTICLE JJ HYPH NN NN NN CD NNS,a,part - time cleaning job,three,days,1,0.8218954248366013
8311299,a half dozen bars,ARTICLE JJ FEW NNS,A,half,dozen,bars,1,0.6793300653594772
8345517,a guaranteed 18 years,ARTICLE JJ CD NNS,a,guaranteed,18,years,1,0.678921568627451
8393158,a good couple years,ARTICLE JJ FEW NNS,a,good,couple,years,1,0.5718954248366013
8393381,a really tough few days,ARTICLE RB JJ FEW NNS,a,really tough,few,days,1,0.8496732026143791
8444125,a tumultuous couple years,ARTICLE JJ FEW NNS,a,tumultuous,couple,years,1,0.9575163398692811
8454321,a measly 15 minutes,ARTICLE JJ CD NNS,a,measly,15,minutes,1,0.7683823529411765
8482796,a mere 11 pounds,ARTICLE JJ CD NNS,a,mere,11,pounds,1,0.7736928104575164
8515217,an innocent 60 years,ARTICLE JJ CD NNS,an,innocent,60,years,1,0.7132352941176471
8613434,a suburban train five or ten times,ARTICLE JJ NN CD CC CD NNS,a,suburban train,five or ten,times,1,0.9350490196078431
8700560,a select few demons,ARTICLE JJ FEW NNS,a,select,few,demons,1,0.9015522875816994
8707798,an inept pilot and two officers,ARTICLE JJ NN CC CD NNS,an,inept pilot and,two,officers,1,0.7107843137254902
8737442,"a great one , young friends","ARTICLE JJ CD , JJ NNS",a,great,"one ,",young friends,1,0.6711601307189542
8777336,a reported 1 03 passengers,ARTICLE VBN CD CD NNS,a,reported,1 03,passengers,1,0.8754084967320261
8778962,a reported 103 passengers,ARTICLE VBN CD NNS,a,reported,103,passengers,1,0.8758169934640523
8792170,a white male 25 to 45 years,ARTICLE JJ NN CD TO CD NNS,a,white male,25 to 45,years,1,0.9820261437908496
8792955,an identical murder 2 years,ARTICLE JJ NN CD NNS,an,identical murder,2,years,1,0.7054738562091504
8800769,a whole 24 hours,ARTICLE JJ CD NNS,a,whole,24,hours,1,0.9828431372549019
8809908,a long six years,ARTICLE JJ CD NNS,a,long,six,years,1,0.7495915032679739
8832126,"an unheard - of 8,000 miles",ARTICLE JJ HYPH JJ CD NNS,an,unheard - of,"8,000",miles,1,0.9628267973856209
8832310,a scant eighty - six pounds,ARTICLE JJ CD HYPH CD NNS,a,scant,eighty - six,pounds,1,0.8852124183006536
8875110,"a little , 18 years","ARTICLE JJ , CD NNS",A,"little ,",18,years,1,0.7303921568627451
8903651,a good many questions,ARTICLE JJ FEW NNS,a,good,many,questions,1,0.5964052287581699
8981690,a portable phone many years,ARTICLE JJ NN FEW NNS,a,portable phone,many,years,1,0.8312908496732027
8981803,a massive 108 years,ARTICLE JJ CD NNS,a,massive,108,years,1,0.7659313725490197
8982025,an impressive 70 years,ARTICLE JJ CD NNS,an,impressive,70,years,1,0.7083333333333334
9000936,a vast area 3 grounds,ARTICLE JJ NN CD NNS,a,vast area,3,grounds,1,0.9685457516339869
9063803,a rough couple weeks,ARTICLE JJ FEW NNS,a,rough,couple,weeks,1,0.8799019607843137
9067207,a half - dozen mines,ARTICLE JJ HYPH FEW NNS,a,half -,dozen,mines,1,0.6911764705882353
9081747,a full er and more patients,ARTICLE JJ NN CC FEW NNS,a,full er and,more,patients,1,0.511437908496732
9096216,a healthy 126 ounces,ARTICLE JJ CD NNS,a,healthy,126,ounces,1,0.6993464052287581
9106351,a mere ten seconds,ARTICLE JJ CD NNS,a,mere,ten,seconds,1,0.7855392156862745
9113204,an impressive six days,ARTICLE JJ CD NNS,an,impressive,six,days,1,0.7087418300653595
9113247,a good eight months,ARTICLE JJ CD NNS,a,good,eight,months,1,0.5727124183006536
9181430,an unlucky 13 years,ARTICLE JJ CD NNS,an,unlucky,13,years,1,0.9636437908496732
9245453,a full 30 seconds,ARTICLE JJ CD NNS,a,full,30,seconds,1,0.5012254901960784
9252475,a sweet - ass ten points,ARTICLE JJ HYPH NN CD NNS,a,sweet - ass,ten,points,1,0.9399509803921569
9280687,a stable guy and two kids,ARTICLE JJ NN CC CD NNS,a,stable guy and,two,kids,1,0.9276960784313726
9407786,a half - dozen particle cannons,ARTICLE JJ HYPH FEW NN NNS,a,half -,dozen,particle cannons,1,0.6924019607843137
9418182,a good three hours,ARTICLE JJ CD NNS,a,good,three,hours,1,0.6119281045751634
9454971,a good 30 minutes,ARTICLE JJ CD NNS,a,good,30,minutes,1,0.5698529411764706
9468633,a great many laughs,ARTICLE JJ FEW NNS,a,great,many,laughs,1,0.6429738562091504
9495273,a wild couple a days,ARTICLE JJ FEW ARTICLE NNS,a,NA,couple,a days,1,0.997140522875817
9505173,a real estate broker three years,ARTICLE JJ NN NN CD NNS,a,real estate broker,three,years,1,0.8468137254901961
9566729,a good 12 feet,ARTICLE JJ CD NNS,a,good,12,feet,1,0.5661764705882353
9570300,a very somber five stars,ARTICLE RB JJ CD NNS,a,very somber,five,stars,1,0.9758986928104575
9638346,a senior citizen 10 feet,ARTICLE JJ NN CD NNS,a,senior citizen,10,feet,1,0.9027777777777778
9645517,a good 30 days,ARTICLE JJ CD NNS,a,good,30,days,1,0.5694444444444444
9659746,a staggering 375 billion litres,ARTICLE JJ CD CD NNS,A,staggering,375 billion,litres,1,0.9297385620915033
9672063,a half - million dollars,ARTICLE JJ HYPH CD NNS,a,half -,million,dollars,1,0.6956699346405228
9686893,a good few months,ARTICLE JJ FEW NNS,A,good,few,months,1,0.5755718954248366
9829425,a half dozen stealth drones,ARTICLE JJ FEW JJ NNS,a,half,dozen,stealth drones,1,0.6858660130718954
9853105,a whole lot more customers,ARTICLE JJ NN FEW NNS,a,whole lot,more,customers,1,0.9877450980392157
9856608,a fun two months,ARTICLE JJ CD NNS,a,fun,two,months,1,0.5126633986928104
9907736,a high school three blocks,ARTICLE JJ NN CD NNS,a,high school,three,blocks,1,0.7009803921568627
9909948,"a mere two , three pounds","ARTICLE JJ CD , CD NNS",A,mere,"two , three",pounds,1,0.7892156862745098
9982201,a full three inches,ARTICLE JJ CD NNS,a,full,three,inches,1,0.5081699346405228
9982432,a much toastier minus 17 degrees,ARTICLE RB JJR NN CD NNS,a,much toastier minus,17,degrees,1,0.795751633986928
9982746,a huge turbocharger and 420 spikes,ARTICLE JJ NN CC CD NNS,a,huge turbocharger and,420,spikes,1,0.704248366013072
9987719,a lousy marriage and two kids,ARTICLE JJ NN CC CD NNS,A,lousy marriage and,two,kids,1,0.7589869281045751
9999593,a young lady and three kids,ARTICLE JJ NN CC CD NNS,a,young lady and,three,kids,1,0.9963235294117647
10046491,a mere two weeks,ARTICLE JJ CD NNS,a,mere,two,weeks,1,0.7883986928104575
10142808,a little more places,ARTICLE JJ FEW NNS,a,little,more,places,1,0.7291666666666666
10158691,a half dozen vulgar alias ',ARTICLE JJ FEW JJ NN NNS,a,half,dozen,vulgar alias ',1,0.6866830065359477
10162677,a fun next 18 years,ARTICLE JJ JJ CD NNS,a,fun next,18,years,1,0.5130718954248366
10191401,a full 35 feet,ARTICLE JJ CD NNS,a,full,35,feet,1,0.5016339869281046
10205205,a very interesting next few days,ARTICLE RB JJ JJ FEW NNS,a,very interesting next,few,days,1,0.9734477124183006
10205546,a further 11 occasions,ARTICLE JJ CD NNS,a,further,11,occasions,1,0.5171568627450981
10219626,a good 12 minutes,ARTICLE JJ CD NNS,a,good,12,minutes,1,0.5669934640522876
10249307,"a staggering 121,000 donations",ARTICLE JJ CD NNS,a,staggering,"121,000",donations,1,0.9285130718954249
10325914,a long history and many names,ARTICLE JJ NN CC FEW NNS,a,long history and,many,names,1,0.7544934640522876
10325979,a good few hours,ARTICLE JJ FEW NNS,a,good,few,hours,1,0.5743464052287581
10379362,a mere 400 or 500 ryo,ARTICLE JJ CD CC CD NNS,a,mere,400 or 500,ryo,1,0.7773692810457516
10404357,a good many more years,ARTICLE JJ FEW FEW NNS,a,good,many more,years,1,0.6058006535947712
10425726,"a great man 3,000 advisors",ARTICLE JJ NN CD NNS,a,great man,"3,000",advisors,1,0.6756535947712419
10540946,a same portrait many times,ARTICLE JJ NN FEW NNS,a,same portrait,many,times,1,0.8843954248366013
10542542,a long 8 years,ARTICLE JJ CD NNS,A,long,8,years,1,0.7475490196078431
10613886,a possible one hundred points,ARTICLE JJ CD CD NNS,a,possible,one hundred,points,1,0.8357843137254902
10614453,a possible 100 points,ARTICLE JJ CD NNS,a,possible,100,points,1,0.8321078431372549
10656682,a mere four points,ARTICLE JJ CD NNS,a,mere,four,points,1,0.7830882352941176
10684204,a grueling two weeks,ARTICLE JJ CD NNS,a,grueling,two,weeks,1,0.6785130718954249
10704104,a pregnant wife and three children,ARTICLE JJ NN CC CD NNS,a,pregnant wife and,three,children,1,0.8386437908496732
10738805,a strange two days,ARTICLE JJ CD NNS,a,strange,two,days,1,0.934640522875817
10740330,another quick four bits,ARTICLE JJ CD NNS,another,quick,four,bits,1,0.8451797385620915
10797806,a similar operation three trailers,ARTICLE JJ NN CD NNS,a,similar operation,three,trailers,1,0.9109477124183006
10872829,a lousy 10 bucks,ARTICLE JJ CD NNS,a,lousy,10,bucks,1,0.7569444444444444
10906344,a little more hands,ARTICLE JJ FEW NNS,a,little,more,hands,1,0.7283496732026143
10941880,a full ten minutes,ARTICLE JJ CD NNS,a,full,ten,minutes,1,0.5069444444444444
10943054,"a measly 1,000 bucks",ARTICLE JJ CD NNS,A,measly,"1,000",bucks,1,0.7679738562091504
10971975,a memorable three days,ARTICLE JJ CD NNS,a,memorable,three,days,1,0.7708333333333334
10989369,a real job many web sites,ARTICLE JJ NN FEW NN NNS,a,real job,many,web sites,1,0.8476307189542484
10994061,a mere four inches,ARTICLE JJ CD NNS,a,mere,four,inches,1,0.7826797385620915
11000167,an unarmed man three times,ARTICLE JJ NN CD NNS,an,unarmed man,three,times,1,0.9587418300653595
11043726,a scorching 150 degrees,ARTICLE JJ CD NNS,a,scorching,150,degrees,1,0.891748366013072
11044039,a further 9 years,ARTICLE JJ CD NNS,a,further,9,years,1,0.5359477124183006
11055439,a further two enormous wind cycles,ARTICLE JJ CD JJ NN NNS,a,further,two,enormous wind cycles,1,0.556781045751634
11055700,a staggering 318 miles,ARTICLE JJ CD NNS,a,staggering,318,miles,1,0.9293300653594772
11055721,a vast strip 20 miles,ARTICLE JJ NN CD NNS,a,vast strip,20,miles,1,0.9697712418300654
11056005,a lousy seven seconds,ARTICLE JJ CD NNS,a,lousy,seven,seconds,1,0.7581699346405228
11063534,a mere few decades,ARTICLE JJ FEW NNS,a,mere,few,decades,1,0.7810457516339869
11069688,a measly few bucks,ARTICLE JJ FEW NNS,a,measly,few,bucks,1,0.7696078431372549
11072734,a good bed and three meals,ARTICLE JJ NN CC CD NNS,a,good bed and,three,meals,1,0.6172385620915033
11096911,a nice house and three great kids,ARTICLE JJ NN CC CD JJ NNS,a,nice house and,three,great kids,1,0.806781045751634
11128195,a powerful explosion several kilometers,ARTICLE JJ NN FEW NNS,a,powerful explosion,several,kilometers,1,0.8382352941176471
11128208,a great shock wave many trees,ARTICLE JJ NN NN FEW NNS,a,great shock wave,many,trees,1,0.6772875816993464
11128317,a given planetary surface many more impacts,ARTICLE VBN JJ NN FEW FEW NNS,a,given planetary surface,many more,impacts,1,0.5645424836601307
11128375,a mere 800 years,ARTICLE JJ CD NNS,a,mere,800,years,1,0.7798202614379085
11209726,a small village 200 miles,ARTICLE JJ NN CD NNS,a,small village,200,miles,1,0.9203431372549019
11242761,a good many boxes,ARTICLE JJ FEW NNS,A,good,many,boxes,1,0.5833333333333334
11280392,a full two hours,ARTICLE JJ CD NNS,a,full,two,hours,1,0.5098039215686274
11290080,a good 30 seconds,ARTICLE JJ CD NNS,a,good,30,seconds,1,0.5702614379084967
11362630,a good four feet,ARTICLE JJ CD NNS,a,good,four,feet,1,0.5812908496732027
11376681,an isolated house six miles,ARTICLE JJ NN CD NNS,an,isolated house,six,miles,1,0.7165032679738562
11384155,a really rough three months,ARTICLE RB JJ CD NNS,a,really rough,three,months,1,0.8492647058823529
11388035,"a little , few scrapes","ARTICLE JJ , FEW NNS",a,"little ,",few,scrapes,1,0.7312091503267973
11397120,"an indicated 103,000 miles",ARTICLE VBN CD NNS,an,indicated,"103,000",miles,1,0.7103758169934641
11404197,a whopping 30 metres,ARTICLE JJ CD NNS,a,whopping,30,metres,1,0.9897875816993464
11423988,a next few years,ARTICLE JJ FEW NNS,a,next,few,years,1,0.8051470588235294
11436497,a lousy five bucks,ARTICLE JJ CD NNS,a,lousy,five,bucks,1,0.7577614379084967
11442965,"a little longer , like 200 years","ARTICLE JJ JJR , UH CD NNS",a,"little longer , like",200,years,1,0.7422385620915033
11448915,a full six and a half days,ARTICLE JJ CD CC ARTICLE NN NNS,a,NA,six and,a half days,1,0.9975490196078431
11451260,a good 50 years,ARTICLE JJ CD NNS,a,good,50,years,1,0.5706699346405228
11483420,a mere three and a half months,ARTICLE JJ CD CC ARTICLE NN NNS,a,NA,three and,a half months,1,0.9979575163398693
11524682,a massive 30 metres,ARTICLE JJ CD NNS,a,massive,30,metres,1,0.7671568627450981
11535475,a great many wealthy friends,ARTICLE JJ FEW JJ NNS,a,great,many,wealthy friends,1,0.6650326797385621
11547428,a major fight twenty years,ARTICLE JJ NN CD NNS,a,major fight,twenty,years,1,0.7626633986928104
11566219,an overall 59 points,ARTICLE JJ CD NNS,an,overall,59,points,1,0.818218954248366
11594521,a pitiful maybe five miles,ARTICLE JJ RB CD NNS,a,pitiful maybe,five,miles,1,0.8263888888888888
11594915,a very long two hours,ARTICLE RB JJ CD NNS,a,very long,two,hours,1,0.9742647058823529
11628369,"a long , hard two weeks","ARTICLE JJ , JJ CD NNS",a,"long , hard",two,weeks,1,0.7524509803921569
11631621,a half dozen other names,ARTICLE JJ FEW JJ NNS,a,half,dozen,other names,1,0.6830065359477124
