idx,construction,corrupted_construction,corrupted_sentence
249,a few hundred times,hundred few times,The tour guide chuckled as if he had not said the same stale joke hundred few times a day .
250,a steady four hours,four steady hours,"After four steady hours working , he was far from finished ."
251,a good ten minutes,ten good minutes,"I had been tucked into Gugu 's office listening to her whine about her lack of sex life to her newfound friend and one of my worst enemies , Celeste Dubois for ten good minutes before he spotted me ."
252,a good twenty feet,twenty good feet,We see they 're twenty good feet away from what we 'd spotted and hoped to acquire : a small solar - powered generator that had slipped out of a packing crate .
253,a mere twelve stories,twelve mere stories,The two of us move to the edge of the opening and look down into an alley which is twelve mere stories beneath us .
254,an additional six years,six additional years,"In six additional years , the Peace Corps architectural program was terminated because there were sufficient locally - educated Tunisians coming out of the University to fill the country 's needs ."
255,a good ten minutes,ten good minutes,"He was there for ten good minutes and did n't see a soul . """
256,a beautiful day—80 degrees,day—80 beautiful degrees,Besides it was day—80 beautiful degrees and sunny .
257,a few hundred yards,hundred few yards,The town water tower was only hundred few yards away .
258,a further five miles,five further miles,"The turn - off to Cooktown was a mile away and there was a forestry track five further miles from that , just beyond the town of Mossman ."
259,a hard two years,two hard years,"It 's been two hard years . """
260,an extra two weeks,two extra weeks,The play put on by Phinn 's acting troupe in Helsop had been such a success that Dagon was forced to part with a few gold coins from Helsop 's treasury to entice the acting troupe to stay on two extra weeks .
261,a quick 6 degrees,6 quick degrees,I 'll do 6 quick degrees of separation with conversions so you see the thought process .
262,a good hundred meters,hundred good meters,"We moved back for hundred good meters , then I broke her up a little bit faster , kicking my heels into her sides just to give her more enthusiasm , but having reached the bridge again , she suddenly stopped in her tracks ."
263,a whole 15 minutes,15 whole minutes,I 'd lain in bed and finally given up after 15 whole minutes of trying to rest .
264,a good 50 miles,50 good miles,"He could n't see her in town if she was stuck in traffic on the highway in Oregon , 50 good miles away from Eaton ."
265,a good 4 hours,4 good hours,"Around the time Sherman was driving me to see Kitty , Jack had collapsed and taken in 4 good hours of sleep ."
266,a couple hundred bucks,hundred couple bucks,"After all , an unwanted buck youngster was n't worth much more than ten dollars , but a good wolf pelt could go for upwards of hundred couple bucks ...."
267,a mere five feet,five mere feet,"I mean , my height was five mere feet four inches ."
268,a good fifty pounds,fifty good pounds,It weighed fifty good pounds but it was manageable .
269,a good ten years,ten good years,"She 'd been a prisoner in Silo 1 , along with other humans who 'd broken The Laws , for ten good years before the Jailer Board decided she 'd reformed ."
270,a good three or four inches,three or four good inches,"Like I mentioned before , I was pretty tough , but Sophia was three or four good inches taller than me , and obviously a little psychotic ."
271,a further 493 cases,493 further cases,"8 SNPs from these loci were genotyped in 493 further cases and 820 controls from the Western Cape , and a combined test for association done in a total of 1373 cases and 1759 controls ."
272,an additional 6 and 32 mutations,6 and 32 additional mutations,"98 % ( 61/62 ) of the mutations identified from WES of the 10 FFT samples were successfully recovered using the custom panel , with the identification of 6 and 32 additional mutations in coding and non - coding regions , respectively ."
273,an additional 3 tumors,3 additional tumors,"Of 10 NSCLC tumors tested , 4 showed a robust increase in IFNg production ( > 2 - fold ) relative to isotype controls in both D and D + T treated conditions , with 3 additional tumors showing smaller , but consistent 30 - 40 % increases in IFNg production ."
