,idx,source,sentence,construction,pattern,DT,ADJ,NUMERAL,NOUN
245,246,mahowald,The family spent five uninviting a days in London.,five uninviting a days,DT JJ CD NNS,an,uninviting,five,days
246,247,mahowald,The family spent five uninviting a weeks in London.,five uninviting a weeks,DT JJ CD NNS,an,uninviting,five,weeks
247,248,mahowald,The family spent five uninviting a months in London.,five uninviting a months,DT JJ CD NNS,an,uninviting,five,months
248,249,mahowald,The family spent five uninviting a years in London.,five uninviting a years,DT JJ CD NNS,an,uninviting,five,years
249,250,mahowald,The family spent five uninviting an hours in London.,five uninviting an hours,DT JJ CD NNS,an,uninviting,five,hours
250,251,mahowald,The family spent twenty uninviting a days in London.,twenty uninviting a days,DT JJ CD NNS,an,uninviting,twenty,days
251,252,mahowald,The family spent twenty uninviting a weeks in London.,twenty uninviting a weeks,DT JJ CD NNS,an,uninviting,twenty,weeks
252,253,mahowald,The family spent twenty uninviting a months in London.,twenty uninviting a months,DT JJ CD NNS,an,uninviting,twenty,months
253,254,mahowald,The family spent twenty uninviting a years in London.,twenty uninviting a years,DT JJ CD NNS,an,uninviting,twenty,years
254,255,mahowald,The family spent twenty uninviting an hours in London.,twenty uninviting an hours,DT JJ CD NNS,an,uninviting,twenty,hours
255,256,mahowald,The family spent three haunting a days in London.,three haunting a days,DT JJ CD NNS,a,haunting,three,days
256,257,mahowald,The family spent three haunting a weeks in London.,three haunting a weeks,DT JJ CD NNS,a,haunting,three,weeks
257,258,mahowald,The family spent three haunting a months in London.,three haunting a months,DT JJ CD NNS,a,haunting,three,months
258,259,mahowald,The family spent three haunting a years in London.,three haunting a years,DT JJ CD NNS,a,haunting,three,years
259,260,mahowald,The family spent three haunting an hours in London.,three haunting an hours,DT JJ CD NNS,a,haunting,three,hours
260,261,mahowald,The family spent five haunting a days in London.,five haunting a days,DT JJ CD NNS,a,haunting,five,days
261,262,mahowald,The family spent five haunting a weeks in London.,five haunting a weeks,DT JJ CD NNS,a,haunting,five,weeks
262,263,mahowald,The family spent five haunting a months in London.,five haunting a months,DT JJ CD NNS,a,haunting,five,months
263,264,mahowald,The family spent five haunting a years in London.,five haunting a years,DT JJ CD NNS,a,haunting,five,years
264,265,mahowald,The family spent five haunting an hours in London.,five haunting an hours,DT JJ CD NNS,a,haunting,five,hours
265,266,mahowald,The family spent twenty haunting a days in London.,twenty haunting a days,DT JJ CD NNS,a,haunting,twenty,days
266,267,mahowald,The family spent twenty haunting a weeks in London.,twenty haunting a weeks,DT JJ CD NNS,a,haunting,twenty,weeks
267,268,mahowald,The family spent twenty haunting a months in London.,twenty haunting a months,DT JJ CD NNS,a,haunting,twenty,months
268,269,mahowald,The family spent twenty haunting a years in London.,twenty haunting a years,DT JJ CD NNS,a,haunting,twenty,years
269,270,mahowald,The family spent twenty haunting an hours in London.,twenty haunting an hours,DT JJ CD NNS,a,haunting,twenty,hours
270,271,mahowald,The family spent three hideous a days in London.,three hideous a days,DT JJ CD NNS,a,hideous,three,days
271,272,mahowald,The family spent three hideous a weeks in London.,three hideous a weeks,DT JJ CD NNS,a,hideous,three,weeks
272,273,mahowald,The family spent three hideous a months in London.,three hideous a months,DT JJ CD NNS,a,hideous,three,months
273,274,mahowald,The family spent three hideous a years in London.,three hideous a years,DT JJ CD NNS,a,hideous,three,years
274,275,mahowald,The family spent three hideous an hours in London.,three hideous an hours,DT JJ CD NNS,a,hideous,three,hours
275,276,mahowald,The family spent five hideous a days in London.,five hideous a days,DT JJ CD NNS,a,hideous,five,days
276,277,mahowald,The family spent five hideous a weeks in London.,five hideous a weeks,DT JJ CD NNS,a,hideous,five,weeks
277,278,mahowald,The family spent five hideous a months in London.,five hideous a months,DT JJ CD NNS,a,hideous,five,months
278,279,mahowald,The family spent five hideous a years in London.,five hideous a years,DT JJ CD NNS,a,hideous,five,years
279,280,mahowald,The family spent five hideous an hours in London.,five hideous an hours,DT JJ CD NNS,a,hideous,five,hours
280,281,mahowald,The family spent twenty hideous a days in London.,twenty hideous a days,DT JJ CD NNS,a,hideous,twenty,days
281,282,mahowald,The family spent twenty hideous a weeks in London.,twenty hideous a weeks,DT JJ CD NNS,a,hideous,twenty,weeks
282,283,mahowald,The family spent twenty hideous a months in London.,twenty hideous a months,DT JJ CD NNS,a,hideous,twenty,months
283,284,mahowald,The family spent twenty hideous a years in London.,twenty hideous a years,DT JJ CD NNS,a,hideous,twenty,years
284,285,mahowald,The family spent twenty hideous an hours in London.,twenty hideous an hours,DT JJ CD NNS,a,hideous,twenty,hours
285,286,mahowald,The family spent three ugly a days in London.,three ugly a days,DT JJ CD NNS,an,ugly,three,days
286,287,mahowald,The family spent three ugly a weeks in London.,three ugly a weeks,DT JJ CD NNS,an,ugly,three,weeks
287,288,mahowald,The family spent three ugly a months in London.,three ugly a months,DT JJ CD NNS,an,ugly,three,months
288,289,mahowald,The family spent three ugly a years in London.,three ugly a years,DT JJ CD NNS,an,ugly,three,years
289,290,mahowald,The family spent three ugly an hours in London.,three ugly an hours,DT JJ CD NNS,an,ugly,three,hours
290,291,mahowald,The family spent five ugly a days in London.,five ugly a days,DT JJ CD NNS,an,ugly,five,days
291,292,mahowald,The family spent five ugly a weeks in London.,five ugly a weeks,DT JJ CD NNS,an,ugly,five,weeks
292,293,mahowald,The family spent five ugly a months in London.,five ugly a months,DT JJ CD NNS,an,ugly,five,months
293,294,mahowald,The family spent five ugly a years in London.,five ugly a years,DT JJ CD NNS,an,ugly,five,years
294,295,mahowald,The family spent five ugly an hours in London.,five ugly an hours,DT JJ CD NNS,an,ugly,five,hours
295,296,mahowald,The family spent twenty ugly a days in London.,twenty ugly a days,DT JJ CD NNS,an,ugly,twenty,days
296,297,mahowald,The family spent twenty ugly a weeks in London.,twenty ugly a weeks,DT JJ CD NNS,an,ugly,twenty,weeks
297,298,mahowald,The family spent twenty ugly a months in London.,twenty ugly a months,DT JJ CD NNS,an,ugly,twenty,months
298,299,mahowald,The family spent twenty ugly a years in London.,twenty ugly a years,DT JJ CD NNS,an,ugly,twenty,years
299,300,mahowald,The family spent twenty ugly an hours in London.,twenty ugly an hours,DT JJ CD NNS,an,ugly,twenty,hours
300,301,mahowald,The family spent three mere a days in London.,three mere a days,DT JJ CD NNS,a,mere,three,days
301,302,mahowald,The family spent three mere a weeks in London.,three mere a weeks,DT JJ CD NNS,a,mere,three,weeks
302,303,mahowald,The family spent three mere a months in London.,three mere a months,DT JJ CD NNS,a,mere,three,months
303,304,mahowald,The family spent three mere a years in London.,three mere a years,DT JJ CD NNS,a,mere,three,years
304,305,mahowald,The family spent three mere an hours in London.,three mere an hours,DT JJ CD NNS,a,mere,three,hours
305,306,mahowald,The family spent five mere a days in London.,five mere a days,DT JJ CD NNS,a,mere,five,days
306,307,mahowald,The family spent five mere a weeks in London.,five mere a weeks,DT JJ CD NNS,a,mere,five,weeks
307,308,mahowald,The family spent five mere a months in London.,five mere a months,DT JJ CD NNS,a,mere,five,months
308,309,mahowald,The family spent five mere a years in London.,five mere a years,DT JJ CD NNS,a,mere,five,years
309,310,mahowald,The family spent five mere an hours in London.,five mere an hours,DT JJ CD NNS,a,mere,five,hours
310,311,mahowald,The family spent twenty mere a days in London.,twenty mere a days,DT JJ CD NNS,a,mere,twenty,days
311,312,mahowald,The family spent twenty mere a weeks in London.,twenty mere a weeks,DT JJ CD NNS,a,mere,twenty,weeks
312,313,mahowald,The family spent twenty mere a months in London.,twenty mere a months,DT JJ CD NNS,a,mere,twenty,months
313,314,mahowald,The family spent twenty mere a years in London.,twenty mere a years,DT JJ CD NNS,a,mere,twenty,years
314,315,mahowald,The family spent twenty mere an hours in London.,twenty mere an hours,DT JJ CD NNS,a,mere,twenty,hours
315,316,mahowald,The family spent three staggering a days in London.,three staggering a days,DT JJ CD NNS,a,staggering,three,days
316,317,mahowald,The family spent three staggering a weeks in London.,three staggering a weeks,DT JJ CD NNS,a,staggering,three,weeks
317,318,mahowald,The family spent three staggering a months in London.,three staggering a months,DT JJ CD NNS,a,staggering,three,months
318,319,mahowald,The family spent three staggering a years in London.,three staggering a years,DT JJ CD NNS,a,staggering,three,years
319,320,mahowald,The family spent three staggering an hours in London.,three staggering an hours,DT JJ CD NNS,a,staggering,three,hours
320,321,mahowald,The family spent five staggering a days in London.,five staggering a days,DT JJ CD NNS,a,staggering,five,days
321,322,mahowald,The family spent five staggering a weeks in London.,five staggering a weeks,DT JJ CD NNS,a,staggering,five,weeks
322,323,mahowald,The family spent five staggering a months in London.,five staggering a months,DT JJ CD NNS,a,staggering,five,months
323,324,mahowald,The family spent five staggering a years in London.,five staggering a years,DT JJ CD NNS,a,staggering,five,years
324,325,mahowald,The family spent five staggering an hours in London.,five staggering an hours,DT JJ CD NNS,a,staggering,five,hours
325,326,mahowald,The family spent twenty staggering a days in London.,twenty staggering a days,DT JJ CD NNS,a,staggering,twenty,days
326,327,mahowald,The family spent twenty staggering a weeks in London.,twenty staggering a weeks,DT JJ CD NNS,a,staggering,twenty,weeks
327,328,mahowald,The family spent twenty staggering a months in London.,twenty staggering a months,DT JJ CD NNS,a,staggering,twenty,months
328,329,mahowald,The family spent twenty staggering a years in London.,twenty staggering a years,DT JJ CD NNS,a,staggering,twenty,years
329,330,mahowald,The family spent twenty staggering an hours in London.,twenty staggering an hours,DT JJ CD NNS,a,staggering,twenty,hours
330,331,mahowald,The family spent three whopping a days in London.,three whopping a days,DT JJ CD NNS,a,whopping,three,days
331,332,mahowald,The family spent three whopping a weeks in London.,three whopping a weeks,DT JJ CD NNS,a,whopping,three,weeks
332,333,mahowald,The family spent three whopping a months in London.,three whopping a months,DT JJ CD NNS,a,whopping,three,months
333,334,mahowald,The family spent three whopping a years in London.,three whopping a years,DT JJ CD NNS,a,whopping,three,years
334,335,mahowald,The family spent three whopping an hours in London.,three whopping an hours,DT JJ CD NNS,a,whopping,three,hours
335,336,mahowald,The family spent five whopping a days in London.,five whopping a days,DT JJ CD NNS,a,whopping,five,days
336,337,mahowald,The family spent five whopping a weeks in London.,five whopping a weeks,DT JJ CD NNS,a,whopping,five,weeks
337,338,mahowald,The family spent five whopping a months in London.,five whopping a months,DT JJ CD NNS,a,whopping,five,months
338,339,mahowald,The family spent five whopping a years in London.,five whopping a years,DT JJ CD NNS,a,whopping,five,years
339,340,mahowald,The family spent five whopping an hours in London.,five whopping an hours,DT JJ CD NNS,a,whopping,five,hours
340,341,mahowald,The family spent twenty whopping a days in London.,twenty whopping a days,DT JJ CD NNS,a,whopping,twenty,days
341,342,mahowald,The family spent twenty whopping a weeks in London.,twenty whopping a weeks,DT JJ CD NNS,a,whopping,twenty,weeks
342,343,mahowald,The family spent twenty whopping a months in London.,twenty whopping a months,DT JJ CD NNS,a,whopping,twenty,months
343,344,mahowald,The family spent twenty whopping a years in London.,twenty whopping a years,DT JJ CD NNS,a,whopping,twenty,years
344,345,mahowald,The family spent twenty whopping an hours in London.,twenty whopping an hours,DT JJ CD NNS,a,whopping,twenty,hours
345,346,mahowald,The family spent three hefty a days in London.,three hefty a days,DT JJ CD NNS,a,hefty,three,days
346,347,mahowald,The family spent three hefty a weeks in London.,three hefty a weeks,DT JJ CD NNS,a,hefty,three,weeks
