sentence_idx,sentence
737,Star Trek gives a rosy view.
738,"It's clearly born of a '70s ideology, but they attempted to keep it grounded within the vaguely possible."
739,"Going so far as to create subspace, to invent a realm where they could break the physical laws, as they needed to."
740,"Better examples would probably be some of Aurthur C Clarke's work, or the work of Jeffery Landis, but that's harder to put side-by-side with Star Wars, so yeah."
742,"In this type of science fiction, advanced technology stands in for magic, and allows the characters to do whatever is necessary in order to move them through an interesting plot, or explore the more nebulous, social, and philosophical ideas the designer wants the player to explore"
743,The original Star Wars films are great examples.
744,"They rarely bother with the technological explanation for what's going on, because it doesn't serve the core purpose of the piece."
745,"Taking time to explain all that might kill the story's pacing, and would do nothing to further our emersion in the world, so they don't even bother."
748,"That's why!"""
749,and move on.
750,"The explanation rarely has anything to do with science, but it doesn't need to."
751,That's not he point of the story or the world they are trying to present to us.
752,"When creating sci-fi, both of these approaches are totally valid."
753,They can both lead to exciting stories and provide us a canvas to explore things relevant to our real lives today.
755,"Here's an example, ""midichlorian counts""."
756,"For all it's importance to the series, the Force was never fully explained in the original trilogy."
757,"Now I ask you, ""did you care?"""
758,Of course not.
