idx,sentence
1932,"At this interchange, the Southwest and Southeast Bypasses meet, and for just over a kilometre, Highway 17 is a divided four-lane freeway."
1958,"The highway route passes through the rural municipalities of Markstay-Warren and West Nipissing before reaching North Bay, where it follows an undivided four-lane expressway alignment, with reduced but not full control of access, through the city of North Bay; as of 2012, early preparations have taken place for a freeway conversion and realignment of this segment."
2068,"The current route plan involves twinning the existing Southeast Bypass to its terminus, along with the construction of a new four-lane route north of Coniston and Wahnapitae."
2136,In 1987 Michael Jackson purchased it for an estimated $19.5 million USD.
2160,In July 2008 the federal and provincial governments announced a $6.2 billion infrastructure program that makes the four-laning of Hwys.
3449,"And , that you may better comprehend what it is , I must tell you it is the fruit of the study and experiments of a celebrated philosopher of this city , who applied himself all his lifetime to the study and knowledge of the virtues of plants and minerals , and at last attained to this composition , by which he performed such surprising cures in this town as will never be forgot , but died suddenly himself , before he could apply his sovereign remedy , and left his wife and a great many young children behind him , in very indifferent circumstances , who , to support her family and provide for her children , is resolved to sell it . ''"
3456,"While the crier informed Prince Ahmed of the virtues of the artificial apple , a great many persons came about them and confirmed what he said ; and one among the rest said he had a friend dangerously ill , whose life was despaired of ; and that was a favorable opportunity to show Prince Ahmed the experiment ."
3544,"I spoke to, who was school-room maid here a matter of twenty years back,"
1800,"With the afternoon start, they made three miles (5 km) and camped in a line a few hundred yards from a stand of timber."
2806,"A great many officers came to attend the Prince while he dismounted his horse , and afterward conducted him into the Sultan 's apartment , who was at that time surrounded with his favorites ."
2928,what's a good one ?
3365,"Acres"" was launched on March 3, 1986 in a then-unprecedented 505 newspapers by United Feature Syndicate."
644,"In the autumn a great many sparrows assembled together in a wheatfield, and there the old bird met his four children again, and full of joy took them home with him."
2292,"Hill forts were introduced, such as Eildon Hill near Melrose in the Scottish Borders, which goes back to around 1000 BC and which accommodated several hundred houses on a fortified hilltop."
2562,The name was adopted by another new team for a single 1938–39 season.
2742,Gave a guy six months to live.
2787,Gave him another six months.
3222,Mishra became the new party General Secretary in a reorganized five-member Central Committee.
3552,I could've dropped a dime a million times.
203,"He next asked the old woman to show him where the King 's daughters lay ; and the old woman took him upstairs and opened a great many doors , and out of every door came a beautiful lady who had been imprisoned there by the Etin ; and ane o ' the ladies was the King 's daughter ."
1525,"An approximately 15-minute-long excerpt was heard by 80,000 people present at the waterfront of the Grand Harbour."
1755,A $10 card game.
1989,"24 other cyclists took advantage of the opportunity to enter specific stages: one rode in both the second and fourth stages, and additionally three cyclists took part in the second stage, one in the third stage, fifteen in the fourth stage only, and a further four only competed in the fifth stage."
2162,"“the same number who went to a Hillary Clinton event on Sunday that featured a buffet table and a live band.” A crowd of an estimated 3,000 attended an event in Minneapolis."
2172,"Before the rally, Sanders spoke to an additional 3,000 supporters outside who could not get into the arena."
2698,"The Red Sox won the series four games to one, holding the Robins to a .200 batting average, and Wheat to a paltry .211."
281,"In a cave at Lascaux, France fossilized remains of a “two-ply laid rope of about 7 mm diameter” were dated to about 15,000 BCE."
988,"And he took his gun, and his bow and arrows, and a great many other weapons, ""for,"" he said, ""I may want them."""
