idx,construction,corrupted_construction,corrupted_sentence
241,a good two feet,a good two foot,"The stone floor they stood upon was a good two foot above the waterline , the paving stones showing signs of having been split apart by tremendous force . """
242,a sudden two guys,a sudden two guy,I was minding my own business when all of a sudden two guy came out of nowhere and snatched my bags !
243,a good five minutes,a good five minute,It was n't until he was gone for a good five minute my breath returned .
244,a whole eight years,a whole eight year,I 'm a veteran farm hand around these parts and a whole eight year old .
245,a good 200 years,a good 200 year,So over the space of a good 200 year the population
246,a few hundred years,a few hundred year,_ after a few hundred year --- they become as one with the Earth . _
247,a good hundred years,a good hundred year,great continental divide a good hundred year after the flood .
248,a steady 70 degrees,a steady 70 degree,San Antonio 's temperature stabilized at a steady 70 degree .
249,a few hundred times,a few hundred time,The tour guide chuckled as if he had not said the same stale joke a few hundred time a day .
250,a steady four hours,a steady four hour,"After a steady four hour working , he was far from finished ."
251,a good ten minutes,a good ten minute,"I had been tucked into Gugu 's office listening to her whine about her lack of sex life to her newfound friend and one of my worst enemies , Celeste Dubois for a good ten minute before he spotted me ."
252,a good twenty feet,a good twenty foot,We see they 're a good twenty foot away from what we 'd spotted and hoped to acquire : a small solar - powered generator that had slipped out of a packing crate .
253,a mere twelve stories,a mere twelve story,The two of us move to the edge of the opening and look down into an alley which is a mere twelve story beneath us .
254,an additional six years,an additional six year,"In an additional six year , the Peace Corps architectural program was terminated because there were sufficient locally - educated Tunisians coming out of the University to fill the country 's needs ."
255,a good ten minutes,a good ten minute,"He was there for a good ten minute and did n't see a soul . """
256,a beautiful day—80 degrees,a beautiful day—80 degree,Besides it was a beautiful day—80 degree and sunny .
257,a few hundred yards,a few hundred yard,The town water tower was only a few hundred yard away .
258,a further five miles,a further five mile,"The turn - off to Cooktown was a mile away and there was a forestry track a further five mile from that , just beyond the town of Mossman ."
259,a hard two years,a hard two year,"It 's been a hard two year . """
260,an extra two weeks,an extra two week,The play put on by Phinn 's acting troupe in Helsop had been such a success that Dagon was forced to part with a few gold coins from Helsop 's treasury to entice the acting troupe to stay on an extra two week .
261,a quick 6 degrees,a quick 6 degree,I 'll do a quick 6 degree of separation with conversions so you see the thought process .
262,a good hundred meters,a good hundred meter,"We moved back for a good hundred meter , then I broke her up a little bit faster , kicking my heels into her sides just to give her more enthusiasm , but having reached the bridge again , she suddenly stopped in her tracks ."
263,a whole 15 minutes,a whole 15 minute,I 'd lain in bed and finally given up after a whole 15 minute of trying to rest .
264,a good 50 miles,a good 50 mile,"He could n't see her in town if she was stuck in traffic on the highway in Oregon , a good 50 mile away from Eaton ."
265,a good 4 hours,a good 4 hour,"Around the time Sherman was driving me to see Kitty , Jack had collapsed and taken in a good 4 hour of sleep ."
266,a couple hundred bucks,a couple hundred buck,"After all , an unwanted buck youngster was n't worth much more than ten dollars , but a good wolf pelt could go for upwards of a couple hundred buck ...."
267,a mere five feet,a mere five foot,"I mean , my height was a mere five foot four inches ."
268,a good fifty pounds,a good fifty pound,It weighed a good fifty pound but it was manageable .
269,a good ten years,a good ten year,"She 'd been a prisoner in Silo 1 , along with other humans who 'd broken The Laws , for a good ten year before the Jailer Board decided she 'd reformed ."
270,a good three or four inches,a good three or four inch,"Like I mentioned before , I was pretty tough , but Sophia was a good three or four inch taller than me , and obviously a little psychotic ."
271,a further 493 cases,a further 493 case,"8 SNPs from these loci were genotyped in a further 493 case and 820 controls from the Western Cape , and a combined test for association done in a total of 1373 cases and 1759 controls ."
